,LINE,ROOT,PATTERN,PATTERN_ABSTRACT,DEFINE,CLASS,BW,LEMMA,FORM,GLOSS,COND-T,COND-S,D3SEG,D3TOK,ATBSEG,ATBTOK,FEAT,STATUS,COMMENTS,NOTES,#CLASS
130,131,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,>um,>um,um_(filled_pause),,,,,,,pos:interj,,,,[STEM-BASE]
131,132,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,>uw,>uw,O.,,,,,,,pos:abbrev,,,,[STEM-BASE]
132,133,NTWS,NTWS,NTWS,LEXICON,[STEM],DEM_PRON_P,>uwlaA'i,>uwlaA'i,they/those,,,,,,,pos:pron_dem gen:m num:p rat:r stt:i cas:u,,,,[STEM-BASE]
133,134,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_P,>uwlaA'i,>uwlaA}ika,they/those,,,,,,,pos:pron_dem gen:m num:p rat:r stt:i cas:u,,,,[STEM-BASE]
134,135,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_P,>uwlaA'i,>uwla}ika,they/those,,,,,,,pos:pron_dem gen:m num:p rat:r stt:i cas:u,,,,[STEM-BASE]
135,136,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MP,>uwlaA'i,>uwlaA}ikum,they/those,,,,,,,pos:pron_dem gen:m num:p rat:r stt:i cas:u,,,,[STEM-BASE]
136,137,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MP,>uwlaA'i,>uwla}ikum,they/those,,,,,,,pos:pron_dem gen:m num:p rat:r stt:i cas:u,,,,[STEM-BASE]
137,138,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MP,>uwlaA'i,>uwluw,they/those;possessors_of,,,,,,,pos:pron_dem gen:m num:p rat:r stt:c cas:n,,,,[STEM]
138,139,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MP,>uwlaA'i,>uwliy,they/those;possessors_of,,,,,,,pos:pron_dem gen:m num:p rat:r stt:c cas:a,,,,[STEM]
139,140,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MP,>uwlaA'i,>uwliy,they/those;possessors_of,,,,,,,pos:pron_dem gen:m num:p rat:r stt:c cas:i,,,,[STEM]
140,141,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,|,|,A.,,,,,,,pos:abbrev,,,,[STEM-BASE]
141,142,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,|ar,|ar,R.,,,,,,,pos:abbrev,,,,[STEM-BASE]
142,143,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,|na}i*K,|na}i*K,then;at_that_time,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
143,144,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,|na*aAk,|na*aAk,then;at_that_time,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
144,145,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,|s,|s,S.,,,,,,,pos:abbrev,,,,[STEM-BASE]
145,146,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,|y,|y,A.,,,,,,,pos:abbrev,,,,[STEM-BASE]
146,147,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,|y,|y,I.,,,,,,,pos:abbrev,,,,[STEM-BASE]
147,148,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,$,$,SH.;21st;(street),,,,,,,pos:abbrev,,,,[STEM-BASE]
148,149,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,$ub~ayok,$ub~ayok,"shubbeik_(magical_encantation:_approx._""alakazam"")",,,,,,,pos:interj,,,,[STEM-BASE]
149,150,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DET,Al,Al,the,!li/PREP,,,,,,pos:part_det,,,,[STEM-BASE]
150,151,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+Al/DET,Al,lil,for/to+the,,,li+_l+_,li+_Al+_,li+_l,li+_Al,pos:part_det prc1:li_prep,,,,[STEM-COMPOUND]
151,152,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,All~atayoni,which;who;whom,,,,,,,pos:pron_rel rat:n gen:f num:d stt:d cas:a,,,,[STEM-BASE]
152,153,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+All~atayoni/REL_PRON,Al~a*iy,lil~atayoni,which;who;whom,,,li+_l~atayoni,li+_All~atayoni,li+_l~atayoni,li+_All~atayoni,pos:pron_rel rat:n gen:f num:d stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
153,154,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,All~atayoni,which;who;whom,!li/PREP,,,,,,pos:pron_rel rat:n gen:f num:d stt:d cas:g,,,,[STEM-BASE]
154,155,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,All~ataAni,which;who;whom,,,,,,,pos:pron_rel rat:n gen:f num:d stt:d cas:n,,,,[STEM-BASE]
155,156,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,All~aA}iy,which;who;whom,,,,,,,pos:pron_rel rat:n gen:f num:p stt:d cas:a ,,,,[STEM-BASE]
156,157,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,All~aAtiy,which;who;whom,,,,,,,pos:pron_rel rat:n gen:f num:p stt:d cas:a ,,,,[STEM-BASE]
157,158,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,All~awaAtiy,which;who;whom,,,,,,,pos:pron_rel rat:n gen:f num:p stt:d cas:a ,,,,[STEM-BASE]
158,159,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+All~A}iy/REL_PRON,Al~a*iy,lil~aA}iy,which;who;whom,,,li+_l~aA}iy,li+_All~aA}iy,li+_l~aA}iy,li+_All~aA}iy,pos:pron_rel rat:n gen:f num:p stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
159,160,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,All~aA}iy,which;who;whom,!li/PREP,,,,,,pos:pron_rel rat:n gen:f num:p stt:d cas:g ,,,,[STEM-BASE]
160,161,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+All~Atiy/REL_PRON,Al~a*iy,lil~aAtiy,which;who;whom,,,li+_l~aAtiy,li+_All~aAtiy,li+_l~aAtiy,li+_All~aAtiy,pos:pron_rel rat:n gen:f num:p stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
161,162,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,All~aAtiy,which;who;whom,!li/PREP,,,,,,pos:pron_rel rat:n gen:f num:p stt:d cas:g ,,,,[STEM-BASE]
162,163,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+All~awAtiy/REL_PRON,Al~a*iy,lil~awaAtiy,which;who;whom,,,li+_l~awaAtiy,li+_All~awaAtiy,li+_l~awaAtiy,li+_All~awaAtiy,pos:pron_rel rat:n gen:f num:p stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
163,164,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,All~awaAtiy,which;who;whom,!li/PREP,,,,,,pos:pron_rel rat:n gen:f num:p stt:d cas:g ,,,,[STEM-BASE]
164,165,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,All~aA}iy,which;who;whom,,,,,,,pos:pron_rel rat:n gen:f num:p stt:d cas:n ,,,,[STEM-BASE]
165,166,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,All~aAtiy,which;who;whom,,,,,,,pos:pron_rel rat:n gen:f num:p stt:d cas:n ,,,,[STEM-BASE]
166,167,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,All~awaAtiy,which;who;whom,,,,,,,pos:pron_rel rat:n gen:f num:p stt:d cas:n ,,,,[STEM-BASE]
167,168,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Al~atiy,which;who;whom,,,,,,,pos:pron_rel rat:n gen:f num:s stt:d cas:a ,,,,[STEM-BASE]
168,169,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+Al~atiy/REL_PRON,Al~a*iy,lil~atiy,which;who;whom,,,li+_l~atiy,li+_Al~atiy,li+_l~atiy,li+_Al~atiy,pos:pron_rel rat:n gen:f num:s stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
169,170,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,Al~atiy,which;who;whom,!li/PREP,,,,,,pos:pron_rel rat:n gen:f num:s stt:d cas:g ,,,,[STEM-BASE]
170,171,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Al~atiy,which;who;whom,,,,,,,pos:pron_rel rat:n gen:f num:s stt:d cas:n ,,,,[STEM-BASE]
171,172,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,All~a*ayoni,which;who;whom,,,,,,,pos:pron_rel rat:n gen:m num:d stt:d cas:a ,,,,[STEM-BASE]
172,173,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+Al~a*ayoni/REL_PRON,Al~a*iy,lil~a*ayoni,which;who;whom,,,li+_l~a*ayoni,li+_Al~a*ayoni,li+_l~a*ayoni,li+_Al~a*ayoni,pos:pron_rel rat:n gen:m num:d stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
173,174,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,All~a*ayoni,which;who;whom,!li/PREP,,,,,,pos:pron_rel rat:n gen:m num:d stt:d cas:g ,,,,[STEM-BASE]
174,175,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,All~a*aAni,which;who;whom,,,,,,,pos:pron_rel rat:n gen:m num:d stt:d cas:n ,,,,[STEM-BASE]
175,176,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Al~a*iyna,which;who;whom,,,,,,,pos:pron_rel rat:n gen:m num:p stt:d cas:a ,,,,[STEM-BASE]
176,177,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+Al~a*iyna/REL_PRON,Al~a*iy,lil~a*iyna,which;who;whom,,,li+_l~a*iyna,li+_Al~a*iyna,li+_l~a*iyna,li+_Al~a*iyna,pos:pron_rel rat:n gen:m num:p stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
177,178,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,Al~a*iyna,which;who;whom,!li/PREP,,,,,,pos:pron_rel rat:n gen:m num:p stt:d cas:g ,,,,[STEM-BASE]
178,179,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Al~a*iyna,which;who;whom,,,,,,,pos:pron_rel rat:n gen:m num:p stt:d cas:n ,,,,[STEM-BASE]
179,180,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Al~a*iy,which;who;whom,,,,,,,pos:pron_rel rat:n gen:m num:s stt:d cas:a ,,,,[STEM-BASE]
180,181,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+Al~a*iy/REL_PRON,Al~a*iy,lil~a*iy,which;who;whom,,,li+_l~a*iy,li+_Al~a*iy,li+_l~a*iy,li+_Al~a*iy,pos:pron_rel rat:n gen:m num:s stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
181,182,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,Al~a*iy,which;who;whom,!li/PREP,,,,,,pos:pron_rel rat:n gen:m num:s stt:d cas:g ,,,,[STEM-BASE]
182,183,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Al~a*iy,which;who;whom,,,,,,,pos:pron_rel rat:n gen:m num:s stt:d cas:n ,,,,[STEM-BASE]
183,184,>.l.h,NTWS,NTWS,LEXICON,[STEM-CONJ],All~a`h/NOUN_PROP+u/CASE_DEF_NOM,All~a`h,All~a`hu,Allah;God,,,,,,,pos:noun_prop gen:m num:s rat:r stt:d cas:n prc0:Al_det,,,,
184,185,>.l.h,NTWS,NTWS,LEXICON,[STEM-CONJ],All~a`h/NOUN_PROP+a/CASE_DEF_ACC,All~a`h,All~a`ha,Allah;God,,,,,,,pos:noun_prop gen:m num:s rat:r stt:d cas:a prc0:Al_det,,,,
185,186,>.l.h,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],All~a`h/NOUN_PROP+i/CASE_DEF_GEN,All~a`h,All~a`hi,Allah;God,!li/PREP,,,,,,pos:noun_prop gen:m num:s rat:r stt:d cas:g prc0:Al_det,,,,
186,187,>.l.h,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+All~a`h/NOUN_PROP+i/CASE_DEF_GEN,All~a`h,lil~a`hi,to/for_Allah/God,,,li_+l~a`hi,li_+All~a`hi,li_+l~a`hi,li_+All~a`hi,pos:noun_prop gen:m num:s rat:r stt:d cas:g prc0:Al_det prc1:li_prep,,,,
187,188,>.l.h,NTWS,NTWS,LEXICON,[STEM-CONJ],ta/PREP+All~a`h/NOUN_PROP+i/CASE_DEF_GEN,All~a`h,taAll~a`hi,by_Allah/God,,,ta_+All~a`hi,ta_+All~a`hi,ta_+All~a`hi,ta_+All~a`hi,pos:noun_prop gen:m num:s rat:r stt:d cas:g prc0:Al_det prc1:ta_prep,,,,
188,189,>.l.h,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,All~a`hum~a,All~a`hum~a,truly;certainly;oh_God!;dear_God,,,,,,,pos:interj,,,,[STEM]
189,190,NTWS,NTWS,NTWS,LEXICON,[STEM],NOUN,All~utay~aA,All~utay~,who's_and_whom's,,,,,,,pos:noun gen:m num:s rat:r stt:i cas:u,,,,[STEM]
190,191,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,b,b,B.;2nd;P.,,,,,,,pos:abbrev,,,,[STEM-BASE]
191,192,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,badaAri,AlobadaAri,hurry!,,,,,,,pos:interj,,,,[STEM-BASE]
192,193,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,badaAri,badaAri,hurry!,,,,,,,pos:interj,,,,[STEM-BASE]
193,194,b.E.d,NTWS,NTWS,LEXICON,[STEM-CONJ],baEod/NOUN+a/CASE_DEF_ACC+maA/REL_PRON,baEod,baEodamaA,after_what/which,,,baEoda_+maA,baEoda_+maA,baEoda_+maA,baEoda_+maA,pos:noun gen:m num:s enc0:mA_rel stt:c cas:a,,,,[STEM-COMPOUND]
194,195,b.E.d,NTWS,NTWS,LEXICON,[STEM-CONJ],baEod/NOUN+a/CASE_DEF_ACC+maA/SUB_CONJ,baEod,baEodamaA,after_what/which,,,baEoda_+maA,baEoda_+maA,baEoda_+maA,baEoda_+maA,pos:noun gen:m num:s enc0:mA_sub stt:c cas:a,,,,[STEM-COMPOUND]
195,196,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,baEoda}i*K,baEoda}i*K,after_that_time,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
196,197,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,balaY,balaY,indeed;certainly,,,,,,,pos:interj,,,,[STEM-BASE]
197,198,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],CONJ,balo,balo,Rather;even;but;yet;however,,,,,,,pos:conj,,,,[STEM-BASE]
198,199,b.l.h,NTWS,NTWS,LEXICON,[STEM],NOUN,baloha,baloha,not_to_mention,,,,,,,pos:noun gen:m num:s stt:i cas:u,CHECK,,,[STEM]
199,200,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,bax,bax,bravo!,,,,,,,pos:interj,,,,[STEM-BASE]
200,201,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],SUB_CONJ,bayonamaA,bayonamaA,whereas;while,,,,,,,pos:conj_sub,,,,[STEM-BASE]
201,202,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PREP,bi,bi,with;by,,C:i#,,,,,pos:prep,,,,[STEM-BASE]
202,203,NTWS,NTWS,NTWS,LEXICON,[STEM],ADJ,bi}osa,bi}osa,bad;evil;poor;unfortunate,,,,,,,pos:adj gen:m num:s stt:i cas:u,CHECK,,,[STEM]
203,204,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADJ,bi}osamaA,bi}osamaA,how_bad;how_evil;how_poor;how_unfortunate,,,,,,,pos:adj gen:m num:s stt:i cas:u,CHECK,,,[STEM-COMPOUND]
204,205,b.n.y,NTWS,NTWS,LEXICON,[STEM-CONJ],NOUN,bino,bino,son,,,,,,,pos:noun gen:m num:s rat:r stt:c cas:u,,,,[STEM-NOM]
205,206,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,biy,biy,B.,,,,,,,pos:abbrev,,,,[STEM-BASE]
206,207,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,biy,biy,P.,,,,,,,pos:abbrev,,,,[STEM-BASE]
207,208,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,bliyz,bliyz,please!,,,,,,,pos:interj,,,,[STEM-BASE]
208,209,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,braAfuw,braAfuw,bravo,,,,,,,pos:interj,,,,[STEM-BASE]
209,210,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,d,d,D.;4th;Dr.;(minute);(dinar);(dirham),,,,,,,pos:abbrev,,,,[STEM-BASE]
210,211,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,D,D,D.;26th,,,,,,,pos:abbrev,,,,[STEM-BASE]
211,212,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,diy,diy,D.,,,,,,,pos:abbrev,,,,[STEM-BASE]
212,213,d.w.n,NTWS,NTWS,LEXICON,[STEM-CONJ],duwn/NOUN+a/CASE_DEF_ACC+maA/REL_PRON,duwn,duwnamaA,without;beneath;underneath;inferior;poor+what/which,,,duwna_+maA,duwna_+maA,duwna_+maA,duwna_+maA,pos:noun gen:m num:s enc0:mA_rel stt:c cas:a,,,,[STEM-COMPOUND]
213,214,d.w.n,NTWS,NTWS,LEXICON,[STEM-CONJ],duwn/NOUN+a/CASE_DEF_ACC+maA/SUB_CONJ,duwn,duwnamaA,without;beneath;underneath;inferior;poor+what/which,,,duwna_+maA,duwna_+maA,duwna_+maA,duwna_+maA,pos:noun gen:m num:s enc0:mA_sub stt:c cas:a,,,,[STEM-COMPOUND]
214,215,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,E,E,('ayn);16th;(Arab),,,,,,,pos:abbrev,,,,[STEM-BASE]
215,216,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,EaAma}i*K,EaAma}i*K,that_year,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
216,217,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,EaAma*aAko,EaAma*aAko,that_year,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
217,218,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PREP,EadaA,EadaA,except_for,,C:A#,,,,,pos:prep,,,,[STEM-BASE]
218,219,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,EafaArim,EafaArim,well_done!;bravo!,,,,,,,pos:interj,,,,[STEM]
219,220,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PSEUDO_VERB,Eal~a,Eal~a,perhaps;maybe,!PRON-iy,,,,,,pos:verb_pseudo,,,,[STEM-BASE]
220,221,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PREP,EalaY,EalaY,on;above,,,,,,,pos:prep,,,,[STEM-BASE]
221,222,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PREP,EalaY,Ealayo,on;above,enc0,C:ay#,,,,,pos:prep,,,,[STEM-BASE]
222,223,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],EalaY/PREP+maA/INTERROG_PRON,EalaY,EalaAma,on;about+what;which,,,EalaA_+maA,EalaY_+maA,EalaA_+maA,EalaY_+maA,pos:prep enc0:ma_interrog,,,,[STEM-COMPOUND]
223,224,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],EalaY/PREP+maA/REL_PRON,EalaY,EalaAma,on;about+what;which,,,EalaA_+maA,EalaY_+maA,EalaA_+maA,EalaY_+maA,pos:prep enc0:ma_rel,,,,[STEM-COMPOUND]
224,225,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,Eam~a}i*K,Eam~a}i*K,then,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
225,226,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PREP,Eano,Eano,away_from;off;about;on;over,!PRON-iy,C:n#,,,,,pos:prep,,,,[STEM-BASE]
226,227,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],Eano/PREP+maA/INTERROG_PRON,Eano,Eam~a,away_from;off;about;on;over+what/which,,,Eam_+~aA,Eano_+maA,Eam_+~aA,Eano_+maA,pos:prep enc0:mA_interrog,,,,[STEM-COMPOUND]
227,228,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],Eano/PREP+maA/INTERROG_PRON,Eano,Eam~aA,about+what/which,,,Eam_+~aA,Eano_+maA,Eam_+~aA,Eano_+maA,pos:prep enc0:mA_interrog,,,,[STEM-COMPOUND]
228,229,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],Eano/PREP+maA/REL_PRON,Eano,Eam~a,away_from;off;about;on;over+what/which,,,Eam_+~aA,Eano_+maA,Eam_+~aA,Eano_+maA,pos:prep enc0:mA_rel,,,,[STEM-COMPOUND]
229,230,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],Eano/PREP+maA/REL_PRON,Eano,Eam~aA,about+what/which,,,Eam_+~aA,Eano_+maA,Eam_+~aA,Eano_+maA,pos:prep enc0:mA_rel,,,,[STEM-COMPOUND]
230,231,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],Eano/PREP+mA/SUB_CONJ,Eano,Eam~a,about+that/if/unless/whether/as_long_as/as_soon_as,,,Eam_+~aA,Eano_+maA,Eam_+~aA,Eano_+maA,pos:prep enc0:mA_sub,,,,[STEM-COMPOUND]
231,232,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],Eano/PREP+mA/SUB_CONJ,Eano,Eam~aA,about+that/if/unless/whether/as_long_as/as_soon_as,,,Eam_+~aA,Eano_+maA,Eam_+~aA,Eano_+maA,pos:prep enc0:mA_sub,,,,[STEM-COMPOUND]
232,233,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],Eano/PREP+mano/REL_PRON,Eano,Eam~ano,away_from;off;about;on;over+who/whom,,,Eam_+~ano,Eano_+mano,Eam_+~ano,Eano_+mano,pos:prep enc0:man_rel,,,,[STEM-COMPOUND]
233,234,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PSEUDO_VERB,EasaY,EasaA,may_be;perhaps,,,,,,,pos:verb_pseudo,,,,[STEM-BASE]
234,235,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PSEUDO_VERB,EasaY,EasaY,may_be;perhaps,,,,,,,pos:verb_pseudo,,,,[STEM-BASE]
235,236,E.n.d,NTWS,NTWS,LEXICON,[STEM-CONJ],Einod/NOUN+a/CASE_DEF_ACC+maA/SUB_CONJ,Einod,EinodamaA,when,,,Einoda_+maA,Einoda_+maA,Einoda_+maA,Einoda_+maA,pos:noun gen:m num:s enc0:mA_sub stt:c cas:a,,,,[STEM-COMPOUND]
236,237,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,Einoda}i*K,Einoda}i*K,Then;at_that_time;at_that_moment,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
237,238,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,Einoda*aAko,Einoda*aAko,(by)_then;at_that_time;thereupon;whereupon,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
238,239,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,fa,f,F.;17th;(fils),,,,,,,pos:abbrev,,,,[STEM-BASE]
239,240,NTWS,NTWS,NTWS,LEXICON,[STEM-STANDALONE],CONJ,fa,fa,and;so,,,,,,,pos:conj,,,,[STEM-BASE]
240,241,NTWS,NTWS,NTWS,LEXICON,[STEM-STANDALONE],CONNEC_PART,fa,fa,and;so,,,,,,,pos:part_connect,,,,[STEM-BASE]
241,242,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,faHasbu,faHasbu,only;that_is_all,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
242,243,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,faqaT,faqaT,only,,,,,,,pos:adv stt:i cas:u,,,,[STEM-BASE]
243,244,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,fiy,fiy,V.,,,,,,,pos:abbrev,,,,[STEM-BASE]
244,245,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PREP,fiy,fiy,in,,C:iy#,,,,,pos:prep,,,,[STEM-BASE]
245,246,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],fiy/PREP+maA/INTERROG_PRON,fiy,fiyma,in+what/which,,,fiy_+maA,fiy_+maA,fiy_+maA,fiy_+maA,pos:prep enc0:ma_interrog,,,,[STEM-COMPOUND]
246,247,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],fiy/PREP+maA/REL_PRON,fiy,fiymaA,in+what/which,,,fiy_+maA,fiy_+maA,fiy_+maA,fiy_+maA,pos:prep enc0:mA_rel,,,,
247,248,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],SUB_CONJ,fiymaA,fiymaA,while;as;during,,,,,,,pos:conj_sub,,,,[STEM-BASE]
248,249,f.w.h,NTWS,NTWS,LEXICON,[STEM-NOM],NOUN,fuw,>afowaAh,mouth,MS,,,,,,pos:noun gen:- num:p rat:i,,,,
249,250,f.w.h,NTWS,NTWS,LEXICON,[STEM-CONST],NOUN,fuw,faw,mouth,MD||MP,Five-nouns,,,,,pos:noun gen:- num:- rat:i stt:c,,,,
250,251,f.w.h,NTWS,NTWS,LEXICON,[STEM-CONST],NOUN,fuw,f,mouth,MS,,,,,,pos:noun gen:- num:- rat:i stt:c,,,,
