,PATTERN_ABS,PATTERN_DEF,ROOT,ROOT_SUB,DEFINE,CLASS,PATTERN,LEMMA,LEMMA_SUB,FORM,FORM_SUB,BW,BW_SUB,GLOSS,FEAT,COND-T,COND-F,COND-S,MATCH,COMMENTS,STATUS
382,1a2~i3,1ay~i3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],1ay~i3,lex:1ay~in,lex:\1ay~in,1ay~in,\1ay~in,1ay~in/PV,\1ay~in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])yn$,6,
383,ta1a2~a3,ta>a2~aY,>.2.y,>.\1.y,BACKOFF,[STEM-PV],ta>a2~,lex:ta>a2~aY,lex:ta>a\1~aY,ta>a2~,ta>a\1~,ta>a2~/PV,ta>a\1~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^tA([^wyA}&])$,1,
384,1a2a3,1AwaY,1.w.y,\1.w.y,BACKOFF,[STEM-PV],1Aw,lex:1AwaY,lex:\1AwaY,1Aw,\1Aw,1Aw/PV,\1Aw/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])Aw$,4,
385,ta1a2~a3,ta1a2~a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],ta1a2~a3,lex:ta1a2~a3,lex:ta\1a\2~a\3,ta1a2~a3,ta\1a\2~a\3,ta1a2~a3/PV,ta\1a\2~a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^t([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
386,ta1a2~a3,ta1a2~aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],ta1a2~,lex:ta1a2~aY,lex:ta\1a\2~aY,ta1a2~,ta\1a\2~,ta1a2~/PV,ta\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^t([^wyA}&])([^wyA}&])$,3,
387,ta1a2~a3,ta1ay~a3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],ta1ay~a3,lex:ta1ay~a3,lex:ta\1ay~a\2,ta1ay~a3,ta\1ay~a\2,ta1ay~a3/PV,ta\1ay~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^t([^wyA}&])y([^ntwyA}&])$,1,
388,ta1A2a3,ta1A2a3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],ta1A2a#3,lex:ta1A2an,lex:ta\1A\2an,ta1A2a#n,ta\1A\2a#n,ta1A2a#n/PV,ta\1A\2a#n/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^t([^wyA}&])A([^wyA}&])#n$,1,
389,ta1A2a3,ta1A2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],ta1A2,lex:ta1A2aY,lex:ta\1A\2aY,ta1A2,ta\1A\2,ta1A2/PV,ta\1A\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^t([^wyA}&])A([^wyA}&])$,1,
390,ta1a23a4,ta1a2o3a4,1.2.3.4,\1.\2.\3.\4,BACKOFF,[STEM-PV],ta1a2o3a4,lex:ta1a2o3a4,lex:ta\1a\2o\3a\4,ta1a2o3a4,ta\1a\2o\3a\4,ta1a2o3a4/PV,ta\1a\2o\3a\4/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^t([^wyA}&])([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
391,1a2a3,1a2a3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],1a2a3,lex:1a2an,lex:\1a\2an,1a2an,\1a\2an,1a2an/PV,\1a\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])([^wyA}&])n$,28,
392,1a2a3,1a2~,1.n.n,\1.n.n,BACKOFF,[STEM-PV],1a2~,lex:1a2~,lex:\1a\2~,1a2~,\1a\2~,1a2~/PV,\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^([^wyA}&])([^wyA}&])$,13,
393,ta1A2a3,ta1A2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],ta1A2a#3,lex:ta1A2a3,lex:ta\1A\2a\3,ta1A2a#3,ta\1A\2a#\3,ta1A2a#3/PV,ta\1A\2a#\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^t([^wyA}&])A([^wyA}&])#([^ntwyA}&])$,1,
394,ta1A2a3,tawA2a3,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],tawA2a#3,lex:tawA2a3,lex:tawA\1a\2,tawA2a#3,tawA\1a#\2,tawA2a#3/PV,tawA\1a#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^twA([^wyA}&])#([^ntwyA}&])$,1,
395,1a2~i3,1aw~i3,1.w.t,\1.w.t,BACKOFF,[STEM-PV],1aw~i3,lex:1aw~it,lex:\1aw~it,1aw~it,\1aw~it,1aw~it/PV,\1aw~it/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])wt$,5,
396,ta1a2~a3,tawa2~a3,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],tawa2~a3,lex:tawa2~a3,lex:tawa\1~a\2,tawa2~a3,tawa\1~a\2,tawa2~a3/PV,tawa\1~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^tw([^wyA}&])([^ntwyA}&])$,2,
397,1a2a3,1awa3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],1awa3,lex:1awa3,lex:\1awa\2,1awa3,\1awa\2,1awa3/PV,\1awa\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])w([^ntwyA}&])$,15,
398,1a23i4,1awo3i4,1.w.3.t,\1.w.\2.t,BACKOFF,[STEM-PV],1aw3i4,lex:1awo3it,lex:\1awo\2it,1aw3it,\1aw\2it,1aw3it/PV,\1aw\2it/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])w([^wyA}&])t$,1,
399,ta1a2~a3,taya2~a3,y.2.3,y.\1.\2,BACKOFF,[STEM-PV],taya2~a3,lex:taya2~a3,lex:taya\1~a\2,taya2~a3,taya\1~a\2,taya2~a3/PV,taya\1~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^ty([^wyA}&])([^ntwyA}&])$,1,
400,1i2i3,1i2i3,1.2.t,\1.\2.t,BACKOFF,[STEM-PV],1i2i#3,lex:1i2it,lex:\1i\2it,1i2i#t,\1i\2i#t,1i2i#t/PV,\1i\2i#t/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])([^wyA}&])#t$,5,
401,1A2i3,1A}i3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],1A}i#3,lex:1A}i3,lex:\1A}i\2,1A}i#3,\1A}i#\2,1A}i#3/PV,\1A}i#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])A}#([^ntwyA}&])$,1,
402,1a2a3,1A3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],1i3,lex:1A3,lex:\1A\2,1i3,\1i\2,1i3/PV,\1i\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^([^wyA}&])([^ntwyA}&])$,26,
403,1a2a3,1A3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],1u3,lex:1A3,lex:\1A\2,1u3,\1u\2,1u3/PV,\1u\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^([^wyA}&])([^ntwyA}&])$,8,
404,1A2a3,1A3~,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],1A3~,lex:1A3~,lex:\1A\2~,1A3~,\1A\2~,1A3~/PV,\1A\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^([^wyA}&])A([^ntwyA}&])$,1,
405,1a2a3,1A2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],1A2i#3,lex:1A2a3,lex:\1A\2a\3,1A2i#3,\1A\2i#\3,1A2i#3/PV,\1A\2i#\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])A([^wyA}&])#([^ntwyA}&])$,3,
406,1A2i3,1Awi3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],1Awi#3,lex:1Awi3,lex:\1Awi\2,1Awi#3,\1Awi#\2,1Awi#3/PV,\1Awi#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])Aw#([^ntwyA}&])$,22,
407,1a23i4,1a2owi4,1.2.w.n,\1.\2.w.n,BACKOFF,[STEM-PV],1a2owi4,lex:1a2owin,lex:\1a\2owin,1a2owin,\1a\2owin,1a2owin/PV,\1a\2owin/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])([^wyA}&])wn$,6,
408,1a23a4,1a2oya4,1.2.y.4,\1.\2.y.\3,BACKOFF,[STEM-PV],1a2oya4,lex:1a2oya4,lex:\1a\2oya\3,1a2oya4,\1a\2oya\3,1a2oya4/PV,\1a\2oya\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])y([^ntwyA}&])$,8,
409,1i2i3,1ih,1.y.y,\1.y.y,BACKOFF,[STEM-PV],1,lex:1ih,lex:\1ih,1,\1,1/PV,\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ih trans,^([^wyA}&])$,1,
410,1a2~i3,1aw~i3,1.w.n,\1.w.n,BACKOFF,[STEM-PV],1aw~i3,lex:1aw~in,lex:\1aw~in,1aw~in,\1aw~in,1aw~in/PV,\1aw~in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])wn$,8,
411,1A2a3,1A2A,1.2.w,\1.\2.w,BACKOFF,[STEM-PV],1A2,lex:1A2A,lex:\1A\2A,1A2,\1A\2,1A2/PV,\1A\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])A([^wyA}&])$,1,
412,1a2a3,1AyA,1.y.w,\1.y.w,BACKOFF,[STEM-PV],1Ay,lex:1AyA,lex:\1AyA,1Ay,\1Ay,1Ay/PV,\1Ay/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])Ay$,1,
413,1A2i3,1Ayi3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],1Ayi#3,lex:1Ayi3,lex:\1Ayi\2,1Ayi#3,\1Ayi#\2,1Ayi#3/PV,\1Ayi#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])Ay#([^ntwyA}&])$,13,
414,1a23i4,1a2o3i4,1.2.3.t,\1.\2.\3.t,BACKOFF,[STEM-PV],1a2o3i4,lex:1a2o3it,lex:\1a\2o\3it,1a2o3it,\1a\2o\3it,1a2o3it/PV,\1a\2o\3it/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])([^wyA}&])([^wyA}&])t$,7,
415,1u2u3,1u2u3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],1u2u#3,lex:1u2u3,lex:\1u\2u\3,1u2u#3,\1u\2u#\3,1u2u#3/PV,\1u\2u#\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])#([^ntwyA}&])$,8,
416,1i2i3,1i2i3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],1i2i3,lex:1i2in,lex:\1i\2in,1i2in,\1i\2in,1i2in/PV,\1i\2in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])([^wyA}&])n$,1,
417,1a2a3,1a2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],1a2~i3,lex:1a2a3,lex:\1a\2a\3,1a2~i3,\1a\2~i\3,1a2~i3/PV,\1a\2~i\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
418,1a2a3,1a2A,1.2.w,\1.\2.w,BACKOFF,[STEM-PV],1a2,lex:1a2A,lex:\1a\2A,1a2,\1a\2,1a2/PV,\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-A trans,^([^wyA}&])([^wyA}&])$,2,
419,1a2~a3,1a2~A,1.2.w,\1.\2.w,BACKOFF,[STEM-PV],1a2~,lex:1a2~A,lex:\1a\2~A,1a2~,\1a\2~,1a2~/PV,\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])([^wyA}&])$,5,
420,1i2i3,1iwi3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],1iwi#3,lex:1iwi3,lex:\1iwi\2,1iwi#3,\1iwi#\2,1iwi#3/PV,\1iwi#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])w#([^ntwyA}&])$,5,
421,1a2a3,1awaY,1.w.y,\1.w.y,BACKOFF,[STEM-PV],1aw,lex:1awaY,lex:\1awaY,1aw,\1aw,1aw/PV,\1aw/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])w$,12,
422,1a2~a3,1aw~aY,1.w.y,\1.w.y,BACKOFF,[STEM-PV],1aw~,lex:1aw~aY,lex:\1aw~aY,1aw~,\1aw~,1aw~/PV,\1aw~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])w$,7,
423,1a2a3,1ayA,1.y.w,\1.y.w,BACKOFF,[STEM-PV],1ay,lex:1ayA,lex:\1ayA,1ay,\1ay,1ay/PV,\1ay/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])y$,2,
424,1a2~a3,1ay~A,1.y.w,\1.y.w,BACKOFF,[STEM-PV],1ay~,lex:1ay~A,lex:\1ay~A,1ay~,\1ay~,1ay~/PV,\1ay~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])y$,2,
425,1i2i3,1iyiy,1.y.w,\1.y.w,BACKOFF,[STEM-PV],1iy,lex:1iyiy,lex:\1iyiy,1iy,\1iy,1iy/PV,\1iy/PV,na,pos:verb asp:p vox:a mod:i,,,#-iy trans,^([^wyA}&])y$,1,
426,1a2a3,1A3,1.w.n,\1.w.n,BACKOFF,[STEM-PV],1u3,lex:1An,lex:\1An,1un,\1un,1un/PV,\1un/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^([^wyA}&])n$,3,
427,1a2a3,1A3,1.w.n,\1.w.n,BACKOFF,[STEM-PV],1A3,lex:1An,lex:\1An,1An,\1An,1An/PV,\1An/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,#n trans,^([^wyA}&])An$,5,
428,1a2a3,2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],2a3,lex:2a3,lex:\1a\2,2a3,\1a\2,2a3/PV,\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^ntwyA}&])$,2,
429,1a2a3,1awa3,1.w.t,\1.w.t,BACKOFF,[STEM-PV],1awa3,lex:1awat,lex:\1awat,1awat,\1awat,1awat/PV,\1awat/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])wt$,1,
430,1a23a4,1awo3a4,1.w.3.4,\1.w.\2.\3,BACKOFF,[STEM-PV],1aw3a4,lex:1awo3a4,lex:\1awo\2a\3,1aw3a4,\1aw\2a\3,1aw3a4/PV,\1aw\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])w([^wyA}&])([^ntwyA}&])$,11,
431,1i2i3,1iwiy,1.w.y,\1.w.y,BACKOFF,[STEM-PV],1iw,lex:1iwiy,lex:\1iwiy,1iw,\1iw,1iw/PV,\1iw/PV,na,pos:verb asp:p vox:a mod:i,,,#-iy trans,^([^wyA}&])w$,3,
432,1a2a3,1A2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],1A1,lex:1A2aY,lex:\1A\2aY,1A1,\1A\2,1A1/PV,\1A\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])A([^wyA}&])$,3,
433,1A2i3,1A2i3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],1A2i#3,lex:1A2in,lex:\1A\2in,1A2i#n,\1A\2i#n,1A2i#n/PV,\1A\2i#n/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])A([^wyA}&])#n$,5,
434,1a23a4,1awo3a4,1.w.3.n,\1.w.\2.n,BACKOFF,[STEM-PV],1aw3a4,lex:1awo3an,lex:\1awo\2an,1aw3an,\1aw\2an,1aw3an/PV,\1aw\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])w([^wyA}&])n$,3,
435,1a2a3,1a>a3,1.>.3,\1.>.\2,BACKOFF,[STEM-PV],1a>a3,lex:1a>a3,lex:\1a>a\2,1a>a3,\1a>a\2,1a>a3/PV,\1a>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])A([^ntwyA}&])$,4,
436,1a2a3,1a>a3,1.>.3,\1.>.\2,BACKOFF,[STEM-PV],1a>a3,lex:1a>a3-a,lex:\1a>a\2-a,1a>a3,\1a>a\2,1a>a3/PV,\1a>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])A([^ntwyA}&])$,1,
437,1a2a3,1a>a3,1.>.3,\1.>.\2,BACKOFF,[STEM-PV],1a>a3,lex:1a>a3-u,lex:\1a>a\2-u,1a>a3,\1a>a\2,1a>a3/PV,\1a>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])A([^ntwyA}&])$,1,
438,1a23a4,1a2o3a4,1.2.3.t,\1.\2.\3.t,BACKOFF,[STEM-PV],1a2o3a4,lex:1a2o3at,lex:\1a\2o\3at,1a2o3at,\1a\2o\3at,1a2o3at/PV,\1a\2o\3at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])([^wyA}&])([^wyA}&])t$,3,
439,1i2i3,1i}i3,1.>.3,\1.>.\2,BACKOFF,[STEM-PV],1i}i#3,lex:1i}i3,lex:\1i}i\2,1i}i#3,\1i}i#\2,1i}i#3/PV,\1i}i#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])}#([^ntwyA}&])$,1,
440,1A2i3,1A}i3,1.>.3,\1.>.\2,BACKOFF,[STEM-PV],1A}i#3,lex:1A}i3,lex:\1A}i\2,1A}i#3,\1A}i#\2,1A}i#3/PV,\1A}i#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])A}#([^ntwyA}&])$,2,
441,1a2a3,1A3,1.>.3,\1.>.\2,BACKOFF,[STEM-PV],1i3,lex:1A3,lex:\1A\2,1i3,\1i\2,1i3/PV,\1i\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^([^wyA}&])([^ntwyA}&])$,1,
442,1a2a3,1A3,1.>.3,\1.>.\2,BACKOFF,[STEM-PV],1A3,lex:1A3,lex:\1A\2,1A3,\1A\2,1A3/PV,\1A\2/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,^([^wyA}&])A([^ntwyA}&])$,2,
443,1A2i3,1A2i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],1A2i3,lex:1A2i3,lex:\1A\2i\3,1A2i3,\1A\2i\3,1A2i3/PV,\1A\2i\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])A([^wyA}&])([^ntwyA}&])$,2,
444,1a2~a3,1aw~a>,1.w.>,\1.w.>,BACKOFF,[STEM-PV],1aw~,lex:1aw~a>,lex:\1aw~a>,1aw~,\1aw~,1aw~/PV,\1aw~/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^([^wyA}&])w$,1,
445,1a2~i3,1aw~i},1.w.>,\1.w.>,BACKOFF,[STEM-PV],1aw~i},lex:1aw~i},lex:\1aw~i},1aw~i},\1aw~i},1aw~i}/PV,\1aw~i}/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])w}$,1,
446,1a23i4,1awo3i4,1.w.3.n,\1.w.\2.n,BACKOFF,[STEM-PV],1aw3i4,lex:1awo3in,lex:\1awo\2in,1aw3in,\1aw\2in,1aw3in/PV,\1aw\2in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])w([^wyA}&])n$,1,
447,1a23a4,1ayo3a4,1.y.3.4,\1.y.\2.\3,BACKOFF,[STEM-PV],1ay3a4,lex:1ayo3a4,lex:\1ayo\2a\3,1ay3a4,\1ay\2a\3,1ay3a4/PV,\1ay\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])y([^wyA}&])([^ntwyA}&])$,3,
448,1a2a3,1A',1.y.>,\1.y.>,BACKOFF,[STEM-PV],1i},lex:1A',lex:\1A',1i},\1i},1i}/PV,\1i}/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^([^wyA}&])}$,1,
449,1a2a3,1A',1.y.>,\1.y.>,BACKOFF,[STEM-PV],1,lex:1A',lex:\1A',1,\1,1/PV,\1/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,#-A' trans,^([^wyA}&])$,1,
450,1A2a3,1A3~,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],1A3~,lex:1A3~,lex:\1A\2~,1A3~,\1A\2~,1A3~/PV,\1A\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^([^wyA}&])A([^ntwyA}&])$,1,
451,1a23a4,1a2o>a4,1.2.>.4,\1.\2.>.\3,BACKOFF,[STEM-PV],1a2o>a4,lex:1a2o>a4,lex:\1a\2o>a\3,1a2o>a4,\1a\2o>a\3,1a2o>a4/PV,\1a\2o>a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])A([^ntwyA}&])$,1,
452,1a23a4,1ayo3a4,1.y.3.n,\1.y.\2.n,BACKOFF,[STEM-PV],1ay3a4,lex:1ayo3an,lex:\1ayo\2an,1ay3an,\1ay\2an,1ay3an/PV,\1ay\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])y([^wyA}&])n$,1,
453,1a23a4,1A3A,1.w.3.w,\1.w.\2.w,BACKOFF,[STEM-PV],1A1,lex:1A3A,lex:\1A\2A,1A1,\1A\2,1A1/PV,\1A\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])A([^wyA}&])$,3,
454,1a23i4,1a2oyi4,1.2.y.n,\1.\2.y.n,BACKOFF,[STEM-PV],1a2oyi4,lex:1a2oyin,lex:\1a\2oyin,1a2oyin,\1a\2oyin,1a2oyin/PV,\1a\2oyin/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])([^wyA}&])yn$,1,
455,1a2~a3,1aw~a3,1.w.t,\1.w.t,BACKOFF,[STEM-PV],1aw~a3,lex:1aw~at,lex:\1aw~at,1aw~at,\1aw~at,1aw~at/PV,\1aw~at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])wt$,1,
456,1a23a4,1awo3aw,1.w.3.w,\1.w.\2.w,BACKOFF,[STEM-PV],1aw3aw,lex:1awo3aw,lex:\1awo\2aw,1aw3aw,\1aw\2aw,1aw3aw/PV,\1aw\2aw/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])w([^wyA}&])w$,3,
457,1A2i3,1Awi3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],1Awi3,lex:1Awi3,lex:\1Awi\2,1Awi3,\1Awi\2,1Awi3/PV,\1Awi\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])Aw([^ntwyA}&])$,1,
458,1a2a3,1A3,1.w.n,\1.w.n,BACKOFF,[STEM-PV],1i3,lex:1An,lex:\1An,1in,\1in,1in/PV,\1in/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^([^wyA}&])n$,2,
459,1A2i3,1Awi3,1.w.n,\1.w.n,BACKOFF,[STEM-PV],1Awi#3,lex:1Awin,lex:\1Awin,1Awi#n,\1Awi#n,1Awi#n/PV,\1Awi#n/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])Aw#n$,1,
460,1A2i3,1Ayi3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],1Ayi#3,lex:1Ayin,lex:\1Ayin,1Ayi#n,\1Ayi#n,1Ayi#n/PV,\1Ayi#n/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])Ay#n$,1,
461,1i2i3,1iyiy,1.y.y,\1.y.y,BACKOFF,[STEM-PV],1,lex:1iyiy,lex:\1iyiy,1,\1,1/PV,\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-iy trans,^([^wyA}&])$,1,
462,1a2a3,1A3,1.w.t,\1.w.t,BACKOFF,[STEM-PV],1u3,lex:1At,lex:\1At,1ut,\1ut,1ut/PV,\1ut/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#t trans,^([^wyA}&])t$,2,
463,1a2a3,1A3,1.w.t,\1.w.t,BACKOFF,[STEM-PV],1A3,lex:1At,lex:\1At,1At,\1At,1At/PV,\1At/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,#t trans,^([^wyA}&])At$,2,
464,1A2i3,1A2i},1.2.>,\1.\2.>,BACKOFF,[STEM-PV],1A2i#},lex:1A2i},lex:\1A\2i},1A2i#},\1A\2i#},1A2i#}/PV,\1A\2i#}/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])A([^wyA}&])#}$,2,
465,1a2a3,1a2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],1i2i#3,lex:1a2a3,lex:\1a\2a\3,1i2i#3,\1i\2i#\3,1i2i#3/PV,\1i\2i#\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])#([^ntwyA}&])$,2,
466,1a2a3,1a2A,1.2.>,\1.\2.>,BACKOFF,[STEM-PV],1a2,lex:1a2A,lex:\1a\2A,1a2,\1a\2,1a2/PV,\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])([^wyA}&])$,1,
467,1a23i4,1a2oyi4,1.2.y.4,\1.\2.y.\3,BACKOFF,[STEM-PV],1a2oyi4,lex:1a2oyi4,lex:\1a\2oyi\3,1a2oyi4,\1a\2oyi\3,1a2oyi4/PV,\1a\2oyi\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])y([^ntwyA}&])$,1,
468,1a23i4,1a2owi4,1.2.w.t,\1.\2.w.t,BACKOFF,[STEM-PV],1a2owi4,lex:1a2owit,lex:\1a\2owit,1a2owit,\1a\2owit,1a2owit/PV,\1a\2owit/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])([^wyA}&])wt$,1,
469,1a2a3,1A3,1.>.3,\1.>.\2,BACKOFF,[STEM-PV],1u3,lex:1A3,lex:\1A\2,1u3,\1u\2,1u3/PV,\1u\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^([^wyA}&])([^ntwyA}&])$,1,
470,1i2i3,1i2iy,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],1i2,lex:1i2iy,lex:\1i\2iy,1i2,\1i\2,1i2/PV,\1i\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])([^wyA}&])$,2,
471,1a23i4,1awo3iw,1.w.3.w,\1.w.\2.w,BACKOFF,[STEM-PV],1aw3iw,lex:1awo3iw,lex:\1awo\2iw,1aw3iw,\1aw\2iw,1aw3iw/PV,\1aw\2iw/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])w([^wyA}&])w$,1,
