,LINE,PATTERN_ABSTRACT,ROOT,ROOT_CLASS,PATTERN_LEMMA,PATTERN,LEMMA,FORM,DEFINE,CLASS,BW,GLOSS,FEAT,COND-T,COND-S,STATUS
7714,7715,1a2~a3,w.Z.f,w.2.3,1a2~a3,1a2~a3,waZ~af,waZ~af,LEXICON,[STEM-CV],CV,hire;employ;be_hired;be_employed_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7715,7716,Ait1A2i3,w.z.n,w.2.3,Aito1A2i3,Aito1A2i#3,AitowAzin,AitowAzi#n,LEXICON,[STEM-CV],CV,become_parallel_with;become_balanced;keep_your_balance;keep_a_level_head_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7716,7717,Ait1a2a3,w.z.n,w.2.3,Aito1a2a3,Aito1i2i3,Aitowazan,Aitowizin,LEXICON,[STEM-CV],CV,weight;equilibrate;be_equaled_in_weight;be_weighed;balance;be_balanced;be_made_level;even_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7717,7718,Ain1a2a3,w.z.n,w.2.3,Aino1a2a3,Aino1i2i3,Ainowazan,Ainowizin,LEXICON,[STEM-CV],CV,weight;equilibrate;be_equaled_in_weight;be_weighed;balance;be_balanced;be_made_level;even_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7718,7719,1A2i3,w.z.n,w.2.3,1A2i3,1A2i#3,wAzin,wAzi#n,LEXICON,[STEM-CV],CV,balance_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7719,7720,1a2a3,w.z.n,w.2.3,1a2a3,Ai12i3,wazan,Aiwzin,LEXICON,[STEM-CV],CV,weight;equilibrate_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7720,7721,Aista12a3,w.z.r,w.2.3,Aisota1o2a3,Aisota12a3,Aisotawozar,Aisotawzar,LEXICON,[STEM-CV],CV,become_a_government_minister_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7721,7722,1a23a4,w.Z.w.Z,w.2.w.4,1a2o1a4,1a2o3a4,waZowaZ,waZowaZ,LEXICON,[STEM-CV],CV,be_ripe;mature;be_well_cooked;be_seasoned;matured;ripen;develop_well;grow_up_be_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7722,7723,Ait1a2a3,w.z.y,w.2.y,Aito1A2aY,Aito1A2,AitowAzaY,AitowAz,LEXICON,[STEM-CV],CV,be_parallel;be_equivalent_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective intrans,OK
7723,7724,1a2a3,w.z.y,w.2.y,1A2aY,1A2,wAzaY,wAz,LEXICON,[STEM-CV],CV,be_parallel;be_equivalent_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
7724,7725,Ait1a2a3,w.z.z,w.2.2,Aito1a2~,Aito1a2~,Aitowaz~,Aitowaz~,LEXICON,[STEM-CV],CV,rouse;goad;provoke;be_provoked;be_incited;be_goaded;incited;be_pushed_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
7725,7726,Ain1a2a3,w.z.z,w.2.2,Aino1a2~,Aino1a2~,Ainowaz~,Ainowaz~,LEXICON,[STEM-CV],CV,rouse;goad;provoke;be_provoked;be_incited;be_goaded;incited;be_pushed_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
7726,7727,1a2a3,w.z.z,w.2.2,1a2~,1i2~,waz~,wiz~,LEXICON,[STEM-CV],CV,incite_[CALIMA],pos:verb asp:c vox:a mod:i,,gem trans,OK
7727,7728,Ain1a2a3,x.*.l,1.2.3,Aino1a2a3,Aino1i2i3,Ainoxa*al,Ainoxi*il,LEXICON,[STEM-CV],CV,be_abandoned;be_defeated_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7728,7729,1a2a3,x.*.l,1.2.3,1a2a3,Ai12i3,xa*al,Aix*il,LEXICON,[STEM-CV],CV,abandon;fail_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7729,7730,Ait1a2~i3,x.$.$,1.2.2,Aito1a2~i3,Aito1a2~i3,Aitoxa$~i$,Aitoxa$~i$,LEXICON,[STEM-CV],CV,enter;include;insert;be_entered;be_included;be_inserted_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7730,7731,Ain1a2a3,x.$.$,1.2.2,Aino1a2~,Aino1a2~,Ainoxa$~,Ainoxa$~,LEXICON,[STEM-CV],CV,enter;be_entered_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
7731,7732,1a2a3,x.$.$,1.2.2,1a2~,1u2~,xa$~,xu$~,LEXICON,[STEM-CV],CV,enter_[CALIMA],pos:verb asp:c vox:a mod:i,,gem trans,OK
7732,7733,1a2~i3,x.$.$,1.2.2,1a2~i3,1a2~i3,xa$~i$,xa$~i$,LEXICON,[STEM-CV],CV,enter;include;insert;be_entered;be_included;be_inserted_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7733,7734,1a2~i3,x.$.b,1.2.3,1a2~i3,1a2~i3,xa$~ib,xa$~ib,LEXICON,[STEM-CV],CV,become_woodlike;panel;become_wodlike_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7734,7735,1a2a3,x.$.E,1.2.3,1a2a3,Ai12a3,xa$aE,Aix$aE,LEXICON,[STEM-CV],CV,be_submissive;be_humble_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7735,7736,Ait1a2a3,x.$.m,1.2.3,Aito1a2a3,Aito1i2i3,Aitoxa$am,Aitoxi$im,LEXICON,[STEM-CV],CV,intoxicate;make_drunk_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7736,7737,Ain1a2a3,x.$.m,1.2.3,Aino1a2a3,Aino1i2i3,Ainoxa$am,Ainoxi$im,LEXICON,[STEM-CV],CV,bridle;muzzle;curb;restrain;intoxicate;make_drunk_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7737,7738,1a2a3,x.$.m,1.2.3,1a2a3,Ai12i3,xa$am,Aix$im,LEXICON,[STEM-CV],CV,intoxicate;make_drunk_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7738,7739,Ait1a2~i3,x.$.n,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitoxa$~in,Aitoxa$~in,LEXICON,[STEM-CV],CV,roughen;make_crude;cause_feel_rough_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7739,7740,Ai12a3~,x.$.n,1.2.3,Ai1o2a3~,Ai1o2a3~,Aixo$an~,Aixo$an~,LEXICON,[STEM-CV],CV,be_rude;be_uncivil_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
7740,7741,1a2~i3,x.$.n,1.2.3,1a2~i3,1a2~i3,xa$~in,xa$~in,LEXICON,[STEM-CV],CV,roughen;make_crude;cause_feel_rough_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7741,7742,Ait1a23i4,x.$.r.m,1.2.3.4,Aito1a2o3i4,Aito1a2o3i4,Aitoxa$orim,Aitoxa$orim,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7742,7743,1a23i4,x.$.r.m,1.2.3.4,1a2o3i4,1a2o3i4,xa$orim,xa$orim,LEXICON,[STEM-CV],CV,smash;demolish;be_demolished;shatter_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7743,7744,1a23a4,x.$.w.l,1.2.w.4,1a2o3a4,1a2o3a4,xa$owal,xa$owal,LEXICON,[STEM-CV],CV,shout;clamor_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7744,7745,1a23i4,x.$.x.$,1.2.3.4,1a2o3i4,1a2o3i4,xa$oxi$,xa$oxi$,LEXICON,[STEM-CV],CV,clank;clatter;rustle;make_a_clattering_noise;rattle_something_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7745,7746,Ai1ta2a3,x.$.y,1.2.y,Ai1ota2aY,Ai1oti2,Aixota$aY,Aixoti$,LEXICON,[STEM-CV],CV,be_ashamed_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective intrans,OK
7746,7747,1i2i3,x.$.y,1.2.y,1i2i3,Ai12,xi$iy,Aix$,LEXICON,[STEM-CV],CV,fear;be_afraid_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective trans,OK
7747,7748,Aisti1a2~a3,x.b.>,1.2.>,Aisoti1a2~A,Aisota1a2~,Aisotixab~A,Aisotaxab~,LEXICON,[STEM-CV],CV,hide_[CALIMA],pos:verb asp:c vox:a mod:i,,#-A defective trans,OK
7748,7749,Ait1a2a3,x.b.l,1.2.3,Aito1a2a3,Aito1i2i3,Aitoxabal,Aitoxibil,LEXICON,[STEM-CV],CV,have_tiny_pieces_trimmed_off;confuse;impede;be_touched_up;confound;complicate;muddle;madden_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7749,7750,Ain1a2a3,x.b.l,1.2.3,Aino1a2a3,Aino1i2i3,Ainoxabal,Ainoxibil,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7750,7751,1a2a3,x.b.l,1.2.3,1a2a3,Ai12i3,xabal,Aixbil,LEXICON,[STEM-CV],CV,confuse;impede_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7751,7752,1a2~i3,x.b.l,1.2.3,1a2~i3,1a2~i3,xab~il,xab~il,LEXICON,[STEM-CV],CV,confound;complicate;muddle;confuse;impede;be_touched_up;madden_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7752,7753,Ait1A2i3,x.b.r,1.2.3,Aito1A2i3,Aito1A2i#3,AitoxAbir,AitoxAbi#r,LEXICON,[STEM-CV],CV,negotiate;parley_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7753,7754,Ai1ta2a3,x.b.r,1.2.3,Ai1ota2a3,Ai1oti2i3,Aixotabar,Aixotibir,LEXICON,[STEM-CV],CV,test_for_ripeness_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7754,7755,Aista12a3,x.b.r,1.2.3,Aisota1o2a3,Aisota1o2i3,Aisotaxobar,Aisotaxobir,LEXICON,[STEM-CV],CV,inquire_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7755,7756,1A2i3,x.b.r,1.2.3,1A2i3,1A2i#3,xAbir,xAbi#r,LEXICON,[STEM-CV],CV,contact_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7756,7757,1a2a3,x.b.r,1.2.3,1a2a3,Ai12i3,xabar,Aixbir,LEXICON,[STEM-CV],CV,try;experience_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7757,7758,1a2~a3,x.b.r,1.2.3,1a2~a3,1a2~a3,xab~ar,xab~ar,LEXICON,[STEM-CV],CV,notify;inform_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7758,7759,Ait1A2i3,x.b.s,1.2.3,Aito1A2i3,Aito1A2i#3,AitoxAbis,AitoxAbi#s,LEXICON,[STEM-CV],CV,be_malicious;feel_embarrassed_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7759,7760,Ait1a2~a3,x.b.S,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitoxab~aS,Aitoxab~aS,LEXICON,[STEM-CV],CV,mix;muddle_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7760,7761,1a2~a3,x.b.S,1.2.3,1a2~a3,1a2~a3,xab~aS,xab~aS,LEXICON,[STEM-CV],CV,mix;muddle_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7761,7762,1a2a3,x.b.S,1.2.3,1a2a3,Au12u3,xabaS,AuxbuS,LEXICON,[STEM-CV],CV,mix;mingle_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7762,7763,Ait1a2a3,x.b.T,1.2.3,Aito1a2a3,Aito1i2i3,AitoxabaT,AitoxibiT,LEXICON,[STEM-CV],CV,beat;strike;be_slammed;be_kept_waiting;ordain_according_prescribed_ritual;throw_down;kick;gallop_about_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7763,7764,Ait1a2~a3,x.b.T,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitoxab~aT,Aitoxab~aT,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7764,7765,Ain1a2a3,x.b.T,1.2.3,Aino1a2a3,Aino1i2i3,AinoxabaT,AinoxibiT,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7765,7766,1a2a3,x.b.T,1.2.3,1a2a3,Ai12a3,xabaT,AixbaT,LEXICON,[STEM-CV],CV,beat;strike_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7766,7767,1a2~a3,x.b.T,1.2.3,1a2~a3,1a2~a3,xab~aT,xab~aT,LEXICON,[STEM-CV],CV,hit;strike_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7767,7768,Ait1a2~a3,x.b.y,1.2.y,Aito1a2~aY,Aito1a2~,Aitoxab~aY,Aitoxab~,LEXICON,[STEM-CV],CV,hide;conceal;push_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective intrans,OK
7768,7769,1a2~a3,x.b.y,1.2.y,1a2~aY,1a2~,xab~aY,xab~,LEXICON,[STEM-CV],CV,hide;conceal;push_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
7769,7770,Ait1a2a3,x.b.z,1.2.3,Aito1a2a3,Aito1i2i3,Aitoxabaz,Aitoxibiz,LEXICON,[STEM-CV],CV,bake;bread;loaf_of_bread_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7770,7771,Ain1a2a3,x.b.z,1.2.3,Aino1a2a3,Aino1i2i3,Ainoxabaz,Ainoxibiz,LEXICON,[STEM-CV],CV,bake;bread;loaf_of_bread_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7771,7772,1a2a3,x.b.z,1.2.3,1a2a3,Ai12i3,xabaz,Aixbiz,LEXICON,[STEM-CV],CV,bake_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7772,7773,Ait1a2a3,x.d.$,1.2.3,Aito1a2a3,Aito1i2i3,Aitoxada$,Aitoxidi$,LEXICON,[STEM-CV],CV,scratch;offend;ruin;scratch_oneself;be_scratched;scratched;be_clapped;be_slapped_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7773,7774,Ait1a2~i3,x.d.$,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitoxad~i$,Aitoxad~i$,LEXICON,[STEM-CV],CV,scratch;offend;ruin_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7774,7775,Ain1a2a3,x.d.$,1.2.3,Aino1a2a3,Aino1i2i3,Ainoxada$,Ainoxidi$,LEXICON,[STEM-CV],CV,be_scratched;be_offended;be_ruined_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7775,7776,1a2a3,x.d.$,1.2.3,1a2a3,Ai12i3,xada$,Aixdi$,LEXICON,[STEM-CV],CV,scratch;offend;ruin_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7776,7777,1a2~i3,x.d.$,1.2.3,1a2~i3,1a2~i3,xad~i$,xad~i$,LEXICON,[STEM-CV],CV,scratch;offend;ruin;scratch_oneself;be_scratched;scratched;be_clapped;be_slapped_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7777,7778,Ait1a2a3,x.D.D,1.2.2,Aito1a2~,Aito1a2~,AitoxaD~,AitoxaD~,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
7778,7779,Ain1a2a3,x.D.D,1.2.2,Aino1a2~,Aino1a2~,AinoxaD~,AinoxaD~,LEXICON,[STEM-CV],CV,fear;be_afraid_(of);fear_for;be_worried_(of);be_worried;become_worried;be_frightened;be_alarmed_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
7779,7780,1a2a3,x.D.D,1.2.2,1a2~,1u2~,xaD~,xuD~,LEXICON,[STEM-CV],CV,shock;frighten_[CALIMA],pos:verb asp:c vox:a mod:i,,gem trans,OK
7780,7781,>a12a3,x.D.E,1.2.3,>a1o2a3,Ai1o2i3,>axoDaE,AixoDiE,LEXICON,[STEM-CV],CV,subdue;subjugate;subject;submit;be_subjected_(to)_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7781,7782,Ait1a2a3,x.d.E,1.2.3,Aito1a2a3,Aito1i2i3,AitoxadaE,AitoxidiE,LEXICON,[STEM-CV],CV,deceive;be_deceived;be_charged_exorbitant_prices;be_cheated;be_swindled;be_tricked;be_taken_in;be_overcharged_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7782,7783,Ait1a2~a3,x.d.E,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitoxad~aE,Aitoxad~aE,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7783,7784,Ain1a2a3,x.d.E,1.2.3,Aino1a2a3,Aino1i2i3,AinoxadaE,AinoxidiE,LEXICON,[STEM-CV],CV,be_deceived_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7784,7785,1a2a3,x.d.E,1.2.3,1a2a3,Ai12a3,xadaE,AixdaE,LEXICON,[STEM-CV],CV,deceive;be_deceived_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7785,7786,1a2~a3,x.d.E,1.2.3,1a2~a3,1a2~a3,xad~aE,xad~aE,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7786,7787,1a2a3,x.D.E,1.2.3,1a2a3,Ai12a3,xaDaE,AixDaE,LEXICON,[STEM-CV],CV,submit;be_subject;be_submitted;be_subjected_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7787,7788,1a2~i3,x.d.l,1.2.3,1a2~i3,1a2~i3,xad~il,xad~il,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7788,7789,1i2i3,x.d.l,1.2.3,1i2i3,Ai12a3,xidil,Aixdal,LEXICON,[STEM-CV],CV,stiffen;be_numb_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7789,7790,Ait1a2a3,x.d.m,1.2.3,Aito1a2a3,Aito1i2i3,Aitoxadam,Aitoxidim,LEXICON,[STEM-CV],CV,serve;assist;employ;hire;servants;attendants_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7790,7791,Ait1a2~i3,x.d.m,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitoxad~im,Aitoxad~im,LEXICON,[STEM-CV],CV,employ;hire_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7791,7792,Aista12i3,x.d.m,1.2.3,Aisota1o2i3,Aisota1o2i3,Aisotaxodim,Aisotaxodim,LEXICON,[STEM-CV],CV,employ;utilize;use_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7792,7793,Ain1a2a3,x.d.m,1.2.3,Aino1a2a3,Aino1i2i3,Ainoxadam,Ainoxidim,LEXICON,[STEM-CV],CV,serve;assist;employ;hire;servants;attendants_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7793,7794,1a2a3,x.d.m,1.2.3,1a2a3,Ai12i3,xadam,Aixdim,LEXICON,[STEM-CV],CV,serve;assist_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7794,7795,1a2~i3,x.d.m,1.2.3,1a2~i3,1a2~i3,xad~im,xad~im,LEXICON,[STEM-CV],CV,employ;hire_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7795,7796,Ait1a2~a3,x.d.r,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitoxad~ar,Aitoxad~ar,LEXICON,[STEM-CV],CV,make_numb;anesthetize;seclude;become_high_on_cocaine_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7796,7797,1a2~a3,x.d.r,1.2.3,1a2~a3,1a2~a3,xad~ar,xad~ar,LEXICON,[STEM-CV],CV,make_numb;anesthetize;seclude_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7797,7798,1a2~a3,x.D.r,1.2.3,1a2~a3,1a2~a3,xaD~ar,xaD~ar,LEXICON,[STEM-CV],CV,make_green;dye_green_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7798,7799,Ait1a2~a3,x.f.D,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitoxaf~aD,Aitoxaf~aD,LEXICON,[STEM-CV],CV,lower;reduce;decrease;be_lowered;be_decreased;be_reduced;lower_away;keep_low_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7799,7800,Ain1a2a3,x.f.D,1.2.3,Aino1a2a3,Aino1i2i3,AinoxafaD,AinoxifiD,LEXICON,[STEM-CV],CV,be_lowered;decrease_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7800,7801,1a2a3,x.f.D,1.2.3,1a2a3,Ai12i3,xafaD,AixfiD,LEXICON,[STEM-CV],CV,lower;decrease;reduce;be_lowered;be_decreased;be_reduced_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7801,7802,1a2~a3,x.f.D,1.2.3,1a2~a3,1a2~a3,xaf~aD,xaf~aD,LEXICON,[STEM-CV],CV,lower;reduce;decrease_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7802,7803,Ait1a2a3,x.f.f,1.2.2,Aito1a2~,Aito1a2~,Aitoxaf~,Aitoxaf~,LEXICON,[STEM-CV],CV,decrease;mitigate;ventilate;be_ventilated;get_an_airing;fall;collapse;topple_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
7803,7804,Ait1a2~i3,x.f.f,1.2.2,Aito1a2~i3,Aito1a2~i3,Aitoxaf~if,Aitoxaf~if,LEXICON,[STEM-CV],CV,decrease;mitigate;ventilate;be_ventilated;get_an_airing;fall;collapse;topple_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7804,7805,Aista12a3,x.f.f,1.2.2,Aisota1a2~,Aisota1i2~,Aisotaxaf~,Aisotaxif~,LEXICON,[STEM-CV],CV,ignore;disregard;degrade;humiliate;despise;misprize;hate;despise_corn_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
7805,7806,1a2a3,x.f.f,1.2.2,1a2~,1i2~,xaf~,xif~,LEXICON,[STEM-CV],CV,be_light;decrease;reduce_[CALIMA],pos:verb asp:c vox:a mod:i,,gem trans,OK
7806,7807,1a2~i3,x.f.f,1.2.2,1a2~i3,1a2~i3,xaf~if,xaf~if,LEXICON,[STEM-CV],CV,decrease;mitigate;ventilate;be_ventilated;get_an_airing;fall;collapse;topple_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7807,7808,Ait1a2a3,x.f.q,1.2.3,Aito1a2a3,Aito1i2i3,Aitoxafaq,Aitoxifiq,LEXICON,[STEM-CV],CV,tremble;beat;plaster;roughcast;trim;prune;throb;deal_a_sharp_blow_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7808,7809,Ait1a2~a3,x.f.q,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitoxaf~aq,Aitoxaf~aq,LEXICON,[STEM-CV],CV,plaster;roughcast_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7809,7810,Ain1a2a3,x.f.q,1.2.3,Aino1a2a3,Aino1i2i3,Ainoxafaq,Ainoxifiq,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7810,7811,1a2a3,x.f.q,1.2.3,1a2a3,Ai12a3,xafaq,Aixfaq,LEXICON,[STEM-CV],CV,tremble;beat_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7811,7812,1a2~a3,x.f.q,1.2.3,1a2~a3,1a2~a3,xaf~aq,xaf~aq,LEXICON,[STEM-CV],CV,plaster;roughcast_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7812,7813,Ait1a2a3,x.f.s,1.2.3,Aito1a2a3,Aito1i2i3,Aitoxafas,Aitoxifis,LEXICON,[STEM-CV],CV,hide;conceal;be_hidden;be_concealed;be_delighted;smuggle;be_smuggled;cause_flee_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7813,7814,Ain1a2a3,x.f.s,1.2.3,Aino1a2a3,Aino1i2i3,Ainoxafas,Ainoxifis,LEXICON,[STEM-CV],CV,vanish;be_hidden;be_missing;disappear;slip;pass_covertly;go_away_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7814,7815,1a2a3,x.f.s,1.2.3,1a2a3,Ai12i3,xafas,Aixfis,LEXICON,[STEM-CV],CV,ridicule;mock;destroy_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7815,7816,1a2a3,x.f.w,1.2.w,1a2A,Ai12,xafA,Aixf,LEXICON,[STEM-CV],CV,hide;conceal;be_hidden;be_concealed;be_delighted;smuggle;be_smuggled;cause_flee_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
7816,7817,>a12a3,x.f.y,1.2.y,>a1o2aY,Ai1o2,>axofaY,Aixof,LEXICON,[STEM-CV],CV,hide;conceal;be_hidden;be_concealed_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
7817,7818,Ait1a2a3,x.f.y,1.2.y,Aito1a2aY,Aito1i2,AitoxafaY,Aitoxif,LEXICON,[STEM-CV],CV,hide;conceal_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective intrans,OK
7818,7819,Ait1a2~a3,x.f.y,1.2.y,Aito1a2~aY,Aito1a2~,Aitoxaf~aY,Aitoxaf~,LEXICON,[STEM-CV],CV,hide_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective intrans,OK
7819,7820,Ai1ta2a3,x.f.y,1.2.y,Ai1ota2aY,Ai1oti2,AixotafaY,Aixotif,LEXICON,[STEM-CV],CV,disappear_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective intrans,OK
7820,7821,Aista12a3,x.f.y,1.2.y,Aisota1o2aY,Aisota1o2,AisotaxofaY,Aisotaxof,LEXICON,[STEM-CV],CV,hide;be_hidden;disappear_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
7821,7822,Ain1a2a3,x.f.y,1.2.y,Aino1a2aY,Aino1i2,AinoxafaY,Ainoxif,LEXICON,[STEM-CV],CV,hide;conceal_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective intrans,OK
7822,7823,1i2i3,x.f.y,1.2.y,1i2i3,Ai12,xifiy,Aixf,LEXICON,[STEM-CV],CV,be_hidden_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective intrans,OK
7823,7824,>a12a3,x.j.l,1.2.3,>a1o2a3,Ai1o2i3,>axojal,Aixojil,LEXICON,[STEM-CV],CV,embarrass;be_embarrassed_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7824,7825,1a2~i3,x.j.l,1.2.3,1a2~i3,1a2~i3,xaj~il,xaj~il,LEXICON,[STEM-CV],CV,embarrass;be_embarrassed_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7825,7826,1i2i3,x.j.l,1.2.3,1i2i3,Ai12a3,xijil,Aixjal,LEXICON,[STEM-CV],CV,be_ashamed_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
