,LINE,PATTERN_ABSTRACT,ROOT,ROOT_CLASS,PATTERN_LEMMA,PATTERN,LEMMA,FORM,DEFINE,CLASS,BW,GLOSS,FEAT,COND-T,COND-S,STATUS
7606,7607,Ait1a2a3,w.q.f,w.2.3,Aito1a2a3,Aito1i2i3,Aitowaqaf,Aitowiqif,LEXICON,[STEM-CV],CV,be_stopped_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7607,7608,Ait1a2~a3,w.q.f,w.2.3,Aito1a2~a3,Aito1a2~a3,Aitowaq~af,Aitowaq~af,LEXICON,[STEM-CV],CV,stop_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7608,7609,Aista12a3,w.q.f,w.2.3,Aisota1o2a3,Aisota12i3,Aisotawoqaf,Aisotawqif,LEXICON,[STEM-CV],CV,catch;ask_stop_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7609,7610,Ain1a2a3,w.q.f,w.2.3,Aino1a2a3,Aino1i2i3,Ainowaqaf,Ainowiqif,LEXICON,[STEM-CV],CV,detain;make_stand;be_detained;be_made_to_stand;stop;arrest;be_made_stand;be_stopped_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7610,7611,1a2~a3,w.q.f,w.2.3,1a2~a3,1a2~a3,waq~af,waq~af,LEXICON,[STEM-CV],CV,stop;detain_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7611,7612,1i2i3,w.q.f,w.2.3,1i2i3,Ai12a3,wiqif,Aiwqaf,LEXICON,[STEM-CV],CV,top;cease;stand_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7612,7613,Ait1A2i3,w.q.H,w.2.3,Aito1A2i3,Aito1A2i#3,AitowAqiH,AitowAqi#H,LEXICON,[STEM-CV],CV,be_shameless;be_impudent;display_impudence;be_performed_in_hasty_way;be_done_in_a_hasty;behave_in_a_slipshod_manner;select_for_abusiveness;behave_impudently_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7613,7614,Ait1a2~a3,w.q.t,w.2.3,Aito1a2~a3,Aito1a2~a3,Aitowaq~at,Aitowaq~at,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7614,7615,1a2~a3,w.q.t,w.2.3,1a2~a3,1a2~a3,waq~at,waq~at,LEXICON,[STEM-CV],CV,schedule;appoint_a_time_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7615,7616,Ait1a2a3,w.q.y,w.2.y,Ait~a2aY,Ait~a2,Ait~aqaY,Ait~aq,LEXICON,[STEM-CV],CV,fear;be_on_guard;beware_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective intrans,OK
7616,7617,Ait1A2i3,w.r.b,w.2.3,Aito1A2i3,Aito1A2i#3,AitowArib,AitowAri#b,LEXICON,[STEM-CV],CV,be_left_a_jar_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7617,7618,Ait1a2a3,w.r.b,w.2.3,Aito1a2a3,Aito1i2i3,Aitowarab,Aitowirib,LEXICON,[STEM-CV],CV,be_cut_on_the_bias_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7618,7619,1A2i3,w.r.b,w.2.3,1A2i3,1A2i#3,wArib,wAri#b,LEXICON,[STEM-CV],CV,cause_be_a_jar_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7619,7620,1a2a3,w.r.b,w.2.3,1a2a3,Ai12i3,warab,Aiwrib,LEXICON,[STEM-CV],CV,be_cut_on_the_bias_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7620,7621,Ait1a2~a3,w.r.d,w.2.3,Aito1a2~a3,Aito1a2~a3,Aitowar~ad,Aitowar~ad,LEXICON,[STEM-CV],CV,become_glow;be_made_glow;become_rosy_colored;make_rosy_in_color;be_supplied;become_flushed_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7621,7622,Aista12a3,w.r.d,w.2.3,Aisota1o2a3,Aisota12i3,Aisotaworad,Aisotawrid,LEXICON,[STEM-CV],CV,import;NOT_IN_LEXICON_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7622,7623,1a2a3,w.r.d,w.2.3,1a2a3,Ai12i3,warad,Aiwrid,LEXICON,[STEM-CV],CV,appear;reach;arrive;come_to;be_mentioned_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7623,7624,1a2~a3,w.r.d,w.2.3,1a2~a3,1a2~a3,war~ad,war~ad,LEXICON,[STEM-CV],CV,supply;furnish;be_in_bloom_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7624,7625,Ait1a2~a3,w.r.E,w.2.3,Aito1a2~a3,Aito1a2~a3,Aitowar~aE,Aitowar~aE,LEXICON,[STEM-CV],CV,pause;hesitate_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7625,7626,1a2~a3,w.r.k,w.2.3,1a2~a3,1a2~a3,war~ak,war~ak,LEXICON,[STEM-CV],CV,incite;whisper;mutter;whisper_together;be_whispered;hiss;tell_malicious_tales;mumble_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7626,7627,Ait1a2~a3,w.r.m,w.2.3,Aito1a2~a3,Aito1a2~a3,Aitowar~am,Aitowar~am,LEXICON,[STEM-CV],CV,become_swollen;swell;exude;emerge_in_droplets;put_out_protuberances;incite;whisper;mutter_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7627,7628,1a2~a3,w.r.m,w.2.3,1a2~a3,1a2~a3,war~am,war~am,LEXICON,[STEM-CV],CV,cause_to_swell;annoy_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7628,7629,1i2i3,w.r.m,w.2.3,1i2i3,Ai12a3,wirim,Aiwram,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7629,7630,Ait1a23i4,w.r.n.$,w.2.3.4,Aito1a2o3i4,Aito1a2o3i4,Aitowaroni$,Aitowaroni$,LEXICON,[STEM-CV],CV,varnish;lacquer;be_polished;polish_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7630,7631,1a23i4,w.r.n.$,w.2.3.4,1a2o3i4,1a2o3i4,waroni$,waroni$,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7631,7632,Ait1a2~a3,w.r.q,w.2.3,Aito1a2~a3,Aito1a2~a3,Aitowar~aq,Aitowar~aq,LEXICON,[STEM-CV],CV,become_leafy_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7632,7633,1a2~a3,w.r.q,w.2.3,1a2~a3,1a2~a3,war~aq,war~aq,LEXICON,[STEM-CV],CV,sprout_leaves;cover_with_paper_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7633,7634,1a2a3,w.r.r,w.2.2,1a2~,1i2~,war~,wir~,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
7634,7635,Ait1a2a3,w.r.T,w.2.3,Aito1a2a3,Aito1i2i3,AitowaraT,AitowiriT,LEXICON,[STEM-CV],CV,be_involved;be_caught_up_in;be_implicated;get_introuble;become_embroiled_in_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7635,7636,Ait1a2~a3,w.r.T,w.2.3,Aito1a2~a3,Aito1a2~a3,Aitowar~aT,Aitowar~aT,LEXICON,[STEM-CV],CV,be_involved_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7636,7637,Ain1a2a3,w.r.T,w.2.3,Aino1a2a3,Aino1i2i3,AinowaraT,AinowiriT,LEXICON,[STEM-CV],CV,be_involved;be_caught_up_in;be_implicated;get_introuble;become_embroiled_in_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7637,7638,1a2a3,w.r.T,w.2.3,1a2a3,Ai12i3,waraT,AiwriT,LEXICON,[STEM-CV],CV,entangle;involve_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7638,7639,1a2~a3,w.r.T,w.2.3,1a2~a3,1a2~a3,war~aT,war~aT,LEXICON,[STEM-CV],CV,entangle;involve_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7639,7640,Ait1A2i3,w.r.v,w.2.3,Aito1A2i3,Aito1A2i#3,AitowAriv,AitowAri#v,LEXICON,[STEM-CV],CV,inherit_successively;be_inherited;inherit_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7640,7641,Ait1a2a3,w.r.v,w.2.3,Aito1a2a3,Aito1i2i3,Aitowarav,Aitowiriv,LEXICON,[STEM-CV],CV,inherit;be_inherited;devise;bequeath;be_made_an_heir;transmit;be_an_heir;come_inheritance_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7641,7642,Ait1a2~i3,w.r.v,w.2.3,Aito1a2~i3,Aito1a2~i3,Aitowar~iv,Aitowar~iv,LEXICON,[STEM-CV],CV,inherit;be_inherited;devise;bequeath;be_made_an_heir;transmit;be_an_heir;come_inheritance_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7642,7643,ta1A2a3,w.r.v,w.2.3,ta1A2a3,ta1A2a#3,tawArav,tawAra#v,LEXICON,[STEM-CV],CV,inherit_successively_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7643,7644,1a2~i3,w.r.v,w.2.3,1a2~i3,1a2~i3,war~iv,war~iv,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7644,7645,1a23i4,w.r.w.r,w.2.w.4,1a2o1i4,1a2o3i4,warowir,warowir,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7645,7646,Ait1a2a3,w.r.y,w.2.y,Aito1A2aY,Aito1A2,AitowAraY,AitowAr,LEXICON,[STEM-CV],CV,conceal_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective intrans,OK
7646,7647,Ait1a2~a3,w.r.y,w.2.y,Aito1a2~aY,Aito1a2~,Aitowar~aY,Aitowar~,LEXICON,[STEM-CV],CV,hide_oneself;cause_see;view;stoke;kindle;conceal;feign;be_stoked_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective intrans,OK
7647,7648,1a2a3,w.r.y,w.2.y,1A2aY,1A2,wAraY,wAr,LEXICON,[STEM-CV],CV,conceal;disguise;be_concealed;be_disguised_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
7648,7649,1a2~a3,w.r.y,w.2.y,1a2~aY,1a2~,war~aY,war~,LEXICON,[STEM-CV],CV,stoke;kindle;conceal;feign;be_stoked;be_kindled;be_concealed;be_feigned_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
7649,7650,Ait1a2a3,w.s.E,w.2.3,Ait~a2a3,Ait~i2i3,Ait~asaE,Ait~isiE,LEXICON,[STEM-CV],CV,widen_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7650,7651,Ait1a2~a3,w.s.E,w.2.3,Aito1a2~a3,Aito1a2~a3,Aitowas~aE,Aitowas~aE,LEXICON,[STEM-CV],CV,expand;be_extensive;be_widened;widening._[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7651,7652,Aista12a3,w.s.E,w.2.3,Aisota1o2a3,Aisota12i3,AisotawosaE,AisotawsiE,LEXICON,[STEM-CV],CV,consider_wide._[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7652,7653,1a2~a3,w.s.E,w.2.3,1a2~a3,1a2~a3,was~aE,was~aE,LEXICON,[STEM-CV],CV,expand;widen;enable_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7653,7654,1i2i3,w.s.E,w.2.3,1i2i3,Ai12a3,wisiE,AiwsaE,LEXICON,[STEM-CV],CV,be_able_to;be_possible;be_spacious_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7654,7655,Ait1a2a3,w.S.f,w.2.3,Ait~a2a3,Ait~i2i3,Ait~aSaf,Ait~iSif,LEXICON,[STEM-CV],CV,be_marked_by_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7655,7656,Ait1a2a3,w.S.f,w.2.3,Aito1a2a3,Aito1i2i3,AitowaSaf,AitowiSif,LEXICON,[STEM-CV],CV,describe;characterize;prescribe;give_a_prescription_to;be_described;be_characterized;be_extolled;enumerated_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7656,7657,Ait1a2~a3,w.S.f,w.2.3,Aito1a2~a3,Aito1a2~a3,AitowaS~af,AitowaS~af,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7657,7658,Ain1a2a3,w.S.f,w.2.3,Aino1a2a3,Aino1i2i3,AinowaSaf,AinowiSif,LEXICON,[STEM-CV],CV,describe;characterize;prescribe;give_a_prescription_to;be_described;be_characterized;be_extolled;enumerated_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7658,7659,1a2a3,w.S.f,w.2.3,1a2a3,Ai12i3,waSaf,AiwSif,LEXICON,[STEM-CV],CV,describe;characterize;prescribe;give_a_prescription_to;be_described;be_characterized_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7659,7660,1a2~a3,w.S.f,w.2.3,1a2~a3,1a2~a3,waS~af,waS~af,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7660,7661,Ait1a2a3,w.S.l,w.2.3,Ait~a2a3,Ait~i2i3,Ait~aSal,Ait~iSil,LEXICON,[STEM-CV],CV,contact_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7661,7662,Ait1A2i3,w.S.l,w.2.3,Aito1A2i3,Aito1A2i#3,AitowASil,AitowASi#l,LEXICON,[STEM-CV],CV,be_interconnected;be_connected_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7662,7663,Ait1a2~i3,w.s.l,w.2.3,Aito1a2~i3,Aito1a2~i3,Aitowas~il,Aitowas~il,LEXICON,[STEM-CV],CV,petition;request;plead;entreat;implore_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7663,7664,Ait1a2a3,w.S.l,w.2.3,Aito1a2a3,Aito1i2i3,AitowaSal,AitowiSil,LEXICON,[STEM-CV],CV,arrive_at;reach;connect;be_arrived_at;be_reached;be_connected;reach_up;be_long_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7664,7665,Ait1a2~a3,w.S.l,w.2.3,Aito1a2~a3,Aito1a2~a3,AitowaS~al,AitowaS~al,LEXICON,[STEM-CV],CV,reach;arrive_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7665,7666,Aista12a3,w.S.l,w.2.3,Aisota1o2a3,Aisota12i3,AisotawoSal,AisotawSil,LEXICON,[STEM-CV],CV,arrive;reach;be_joint_together;connected;find_out;attain;achieve_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7666,7667,ta1a2~a3,w.s.l,w.2.3,ta1a2~a3,Ait1a2~i3,tawas~al,Aitwas~il,LEXICON,[STEM-CV],CV,petition;request_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7667,7668,1A2i3,w.S.l,w.2.3,1A2i3,1A2i#3,wASil,wASi#l,LEXICON,[STEM-CV],CV,continue_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7668,7669,1a2~a3,w.S.l,w.2.3,1a2~a3,1a2~a3,waS~al,waS~al,LEXICON,[STEM-CV],CV,connect_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7669,7670,1i2i3,w.S.l,w.2.3,1i2i3,Ai12a3,wiSil,AiwSal,LEXICON,[STEM-CV],CV,arrive_at;reach;connect;be_arrived_at;be_reached;be_connected;reach_up;be_long_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7670,7671,Ait1a2~i3,w.s.m,w.2.3,Aito1a2~i3,Aito1a2~i3,Aitowas~im,Aitowas~im,LEXICON,[STEM-CV],CV,be_characterized;scrutinize_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7671,7672,Ait1A2i3,w.s.T,w.2.3,Aito1A2i3,Aito1A2i#3,AitowAsiT,AitowAsi#T,LEXICON,[STEM-CV],CV,mediate;be_in_the_middle;intercede;act_as_intermediary;be_placed_in_the_middle;act_as_mediator;intermediate;interpose_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7672,7673,Ait1a2~a3,w.s.T,w.2.3,Aito1a2~a3,Aito1a2~a3,Aitowas~aT,Aitowas~aT,LEXICON,[STEM-CV],CV,help_get_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7673,7674,Aista12a3,w.s.T,w.2.3,Aisota1o2a3,Aisota12a3,AisotawosaT,AisotawsaT,LEXICON,[STEM-CV],CV,mediate;be_in_the_middle;intercede;act_as_intermediary;be_placed_in_the_middle;act_as_mediator;intermediate;interpose_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7674,7675,1a2~a3,w.s.T,w.2.3,1a2~a3,1a2~a3,was~aT,was~aT,LEXICON,[STEM-CV],CV,set_in_the_middle;appoint_as_mediator_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7675,7676,Ait1a23a4,w.s.T.n,w.2.3.4,Aito1a2o3a4,Aito1a2o3a4,AitowasoTan,AitowasoTan,LEXICON,[STEM-CV],CV,mediate;be_in_the_middle;intercede;act_as_intermediary;be_placed_in_the_middle;act_as_mediator;intermediate;interpose_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7676,7677,1a23a4,w.s.T.n,w.2.3.4,1a2o3a4,1a2o3a4,wasoTan,wasoTan,LEXICON,[STEM-CV],CV,set_in_the_middle;appoint_as_mediator;mediate;be_in_the_middle;intercede;act_as_intermediary;be_placed_in_the_middle;act_as_mediator_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7677,7678,Ait1a23i4,w.s.w.s,w.2.w.4,Aito1a2o3i4,Aito1a2o3i4,Aitowasowis,Aitowasowis,LEXICON,[STEM-CV],CV,whisper;tempt;become_obsessive;become_suspicious.;become_doubtful;be_whispered;bud;instill_evil_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7678,7679,1a23i4,w.s.w.s,w.2.w.4,1a2o1i4,1a2o3i4,wasowis,wasowis,LEXICON,[STEM-CV],CV,whisper;tempt;become_obsessive;become_suspicious.;become_doubtful;be_whispered;bud;instill_evil_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7679,7680,Ait1a2~a3,w.s.x,w.2.3,Aito1a2~a3,Aito1a2~a3,Aitowas~ax,Aitowas~ax,LEXICON,[STEM-CV],CV,become_dirty;become_soiled;be_soiled;be_messed_up;be_polluted;become_smeared_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7680,7681,Aista12a3,w.s.x,w.2.3,Aisota1o2a3,Aisota12a3,Aisotawosax,Aisotawsax,LEXICON,[STEM-CV],CV,consider_dirty_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7681,7682,1a2~a3,w.s.x,w.2.3,1a2~a3,1a2~a3,was~ax,was~ax,LEXICON,[STEM-CV],CV,pollute;soil_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7682,7683,Ait1a2a3,w.s.y,w.2.y,Aito1A2aY,Aito1A2,AitowAsaY,AitowAs,LEXICON,[STEM-CV],CV,be_charitable;assist;support;be_assisted;be_supported;be_comforted;comfort;console_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective intrans,OK
7683,7684,Ait1a2~a3,w.S.y,w.2.y,Aito1a2~aY,Aito1a2~,AitowaS~aY,AitowaS~,LEXICON,[STEM-CV],CV,recommend;advise;be_recommended;be_advised;enjoin;lead;guide;drive_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective intrans,OK
7684,7685,1a2a3,w.s.y,w.2.y,1A2aY,1A2,wAsaY,wAs,LEXICON,[STEM-CV],CV,be_charitable;assist;support;be_assisted;be_supported_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
7685,7686,1a2~a3,w.S.y,w.2.y,1a2~aY,1a2~,waS~aY,waS~,LEXICON,[STEM-CV],CV,recommend;advise;be_recommended;be_advised_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
7686,7687,Ait1a2~a3,w.T.d,w.2.3,Aito1a2~a3,Aito1a2~a3,AitowaT~ad,AitowaT~ad,LEXICON,[STEM-CV],CV,be_strengthened;be_consolidated_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7687,7688,1a2~a3,w.T.d,w.2.3,1a2~a3,1a2~a3,waT~ad,waT~ad,LEXICON,[STEM-CV],CV,reinforce;consolidate_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7688,7689,Ait1a2~a3,w.T.n,w.2.3,Aito1a2~a3,Aito1a2~a3,AitowaT~an,AitowaT~an,LEXICON,[STEM-CV],CV,settle_down;be_patriated;establish_a_residence;become_endemic;settle;take_up_permanent_residence_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7689,7690,Aista12a3,w.T.n,w.2.3,Aisota1o2a3,Aisota12i3,AisotawoTan,AisotawTin,LEXICON,[STEM-CV],CV,settle_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7690,7691,1a2~a3,w.T.n,w.2.3,1a2~a3,1a2~a3,waT~an,waT~an,LEXICON,[STEM-CV],CV,settle_down;patriate_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7691,7692,Ait1a2~a3,w.t.r,w.2.3,Aito1a2~a3,Aito1a2~a3,Aitowat~ar,Aitowat~ar,LEXICON,[STEM-CV],CV,be_strained;become_tense;become_nervous;be_framed_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7692,7693,1a2~a3,w.T.r,w.2.3,1a2~a3,1a2~a3,waT~ar,waT~ar,LEXICON,[STEM-CV],CV,strain;stretch;tighten;frame_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7693,7694,Ait1a2~a3,w.T.y,w.2.y,Aito1a2~aY,Aito1a2~,AitowaT~aY,AitowaT~,LEXICON,[STEM-CV],CV,lower;reduce;decrease;be_lowered;be_decreased;be_reduced;lower_away;keep_low_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective intrans,OK
7694,7695,Aista12a3,w.T.y,w.2.y,Aisota1o2aY,Aisota12,AisotawoTaY,AisotawT,LEXICON,[STEM-CV],CV,despise;misprize;despise_corn;hate;disdain;consider;low_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
7695,7696,1a2a3,w.t.y,w.2.y,1A2aY,1A2,wAtaY,wAt,LEXICON,[STEM-CV],CV,be_favorable;be_satisfying_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
7696,7697,1a2~a3,w.T.y,w.2.y,1a2~aY,1a2~,waT~aY,waT~,LEXICON,[STEM-CV],CV,lower;be_lowered_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
7697,7698,1i2i3,w.T.y,w.2.y,1i2i3,Ai12,wiTiy,AiwT,LEXICON,[STEM-CV],CV,be_lowered;decrease_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective intrans,OK
7698,7699,Ait1a2a3,w.v.q,w.2.3,Aito1a2a3,Aito1i2i3,Aitowavaq,Aitowiviq,LEXICON,[STEM-CV],CV,trust;rely;depend;be_trusted;be_relied_on;be_depended_on;have_confidence_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7699,7700,Ait1a2~a3,w.v.q,w.2.3,Aito1a2~a3,Aito1a2~a3,Aitowav~aq,Aitowav~aq,LEXICON,[STEM-CV],CV,document;attest;certify;authenticate;strengthen;entrust_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7700,7701,Aista12a3,w.v.q,w.2.3,Aisota1o2a3,Aisota12i3,Aisotawovaq,Aisotawviq,LEXICON,[STEM-CV],CV,make_certain_of_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7701,7702,1a2~a3,w.v.q,w.2.3,1a2~a3,1a2~a3,wav~aq,wav~aq,LEXICON,[STEM-CV],CV,document;attest;certify;authenticate_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7702,7703,Ait1a2~i3,w.x.*,w.2.3,Aito1a2~i3,Aito1a2~i3,Aitowax~i*,Aitowax~i*,LEXICON,[STEM-CV],CV,enchant;bewitch;be_enchanted;be_bewitched_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7703,7704,1a2~i3,w.x.*,w.2.3,1a2~i3,1a2~i3,wax~i*,wax~i*,LEXICON,[STEM-CV],CV,enchant;bewitch;be_enchanted;be_bewitched_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7704,7705,1a2~a3,w.x.m,w.2.3,1a2~a3,1a2~a3,wax~am,wax~am,LEXICON,[STEM-CV],CV,become_full;become_stout;become_bloated;become_plumpy;chirp;become_angry;furious;fill_the_brim_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7705,7706,Ait1a2a3,w.x.z,w.2.3,Aito1a2a3,Aito1i2i3,Aitowaxaz,Aitowixiz,LEXICON,[STEM-CV],CV,sting;prick;twinge;be_pricked;be_prickled;be_pricked_repeatedly;pricked;be_prodded_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7706,7707,1a2a3,w.x.z,w.2.3,1a2a3,Ai12i3,waxaz,Aiwxiz,LEXICON,[STEM-CV],CV,sting;prick;twinge_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7707,7708,1A2i3,w.y.m,w.y.3,1A2i3,1A2i#3,wAyim,wAyi#m,LEXICON,[STEM-CV],CV,estimate;appreciate;appraise;value;be_estimated;be_valued;be_appraised;allow_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7708,7709,Ait1A2i3,w.Z.b,w.2.3,Aito1A2i3,Aito1A2i#3,AitowAZib,AitowAZi#b,LEXICON,[STEM-CV],CV,persist;persevere;persevere_in;persist_in;devote;act_regularly_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7709,7710,1A2i3,w.Z.b,w.2.3,1A2i3,1A2i#3,wAZib,wAZi#b,LEXICON,[STEM-CV],CV,persist;persevere;persevere_in;persist_in;devote;act_regularly_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7710,7711,Ait1a2~a3,w.z.E,w.2.3,Aito1a2~a3,Aito1a2~a3,Aitowaz~aE,Aitowaz~aE,LEXICON,[STEM-CV],CV,be_distributed;be_spread;be_apportioned;shared;devided_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7711,7712,1a2~a3,w.z.E,w.2.3,1a2~a3,1a2~a3,waz~aE,waz~aE,LEXICON,[STEM-CV],CV,distribute;be_distributed_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
7712,7713,Ait1a2~a3,w.Z.f,w.2.3,Aito1a2~a3,Aito1a2~a3,AitowaZ~af,AitowaZ~af,LEXICON,[STEM-CV],CV,be_employed;be_hired;be_worked_and_paid_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
7713,7714,Aista12a3,w.Z.f,w.2.3,Aisota1o2a3,Aisota12i3,AisotawoZaf,AisotawZif,LEXICON,[STEM-CV],CV,be_employed;be_hired;be_worked_and_paid_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
