,LINE,ROOT,PATTERN,PATTERN_ABSTRACT,DEFINE,CLASS,BW,LEMMA,FORM,GLOSS,COND-T,COND-S,D3SEG,D3TOK,D2SEG,D2TOK,D1SEG,D1TOK,ATBSEG,ATBTOK,UD,CATIB6,FEAT,POS,FEAT_OLD,STATUS,COMMENTS,NOTES,#CLASS
659,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
660,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
661,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
662,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
663,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
664,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
665,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
666,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
667,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
668,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
669,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
670,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
671,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
672,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
673,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
674,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
675,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
676,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
677,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
678,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
679,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
680,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
681,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
682,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
683,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
684,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
685,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
686,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
687,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
688,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
689,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
690,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
691,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
692,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
693,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
694,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
695,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
696,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
697,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
698,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
699,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
700,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
701,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
702,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
703,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
704,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
705,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
706,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
707,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
708,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
709,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
710,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
711,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
712,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
713,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
714,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
715,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
716,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
717,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
718,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
719,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
720,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
721,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
722,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
723,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
724,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
725,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
726,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
727,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
728,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
729,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
730,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
731,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
732,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
734,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
735,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
736,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
737,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
738,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
739,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
740,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
741,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
742,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
743,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
744,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
745,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
746,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
747,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
748,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
749,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
750,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
752,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
753,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
754,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
755,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
756,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
757,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
758,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
759,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
760,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
761,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
762,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
763,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
764,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
765,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
766,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
767,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
768,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
769,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
770,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
771,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
772,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
773,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
774,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
775,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
776,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
777,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
778,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
779,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
780,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
781,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
782,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
783,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
784,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
785,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
786,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
787,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
788,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
789,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
790,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
791,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
792,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
793,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
794,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
795,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
796,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
797,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
798,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
799,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
800,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
801,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
802,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
803,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
804,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
805,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
806,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
807,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
808,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
809,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
810,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
811,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
812,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
813,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
814,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
815,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
816,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
817,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
818,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
819,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
820,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
821,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
822,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
823,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
824,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
825,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
826,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
827,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
828,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
829,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
830,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
831,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
832,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
833,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
834,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
835,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
836,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
837,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
838,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
839,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
840,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
841,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
842,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
843,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
844,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
845,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
846,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
847,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
848,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
849,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
850,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
851,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
852,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
853,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
854,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
855,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
857,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
858,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
859,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
860,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
861,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
862,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
863,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
864,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
865,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
866,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
867,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
868,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
869,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
870,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
871,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
872,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
873,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
874,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
875,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
876,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
877,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
878,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
879,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
880,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
881,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
882,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
883,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
884,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
885,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
886,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
887,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
888,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
889,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
890,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
891,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
892,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
893,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
894,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
895,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
896,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
897,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
898,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
899,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
900,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
901,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
902,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
903,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
904,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
905,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
906,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
907,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
908,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
909,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
910,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
911,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
913,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
914,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
915,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
916,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
917,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
918,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
919,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
920,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
921,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
922,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
923,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
924,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
925,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
926,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
927,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
928,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
929,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
930,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
931,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
932,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
933,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
934,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
935,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
936,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
937,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
938,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
939,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
940,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
941,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
942,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
943,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
944,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
945,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
946,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
947,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
948,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
949,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
950,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
951,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
952,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
953,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
954,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
955,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
956,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
957,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
958,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
959,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
960,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
961,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
962,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
963,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
964,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
965,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
966,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
967,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
968,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
969,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
970,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
971,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
972,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
973,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
974,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
975,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
976,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
977,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
978,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
979,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
980,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
981,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
982,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
983,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
984,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
985,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
986,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
987,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
988,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
989,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
990,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
991,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
992,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
993,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
994,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
995,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
996,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
997,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
998,,,,,,,,,,,,,,,,,,,,,,PROP,,,,,,,
