ROOT	STATUS	PATTERN_LEMMA_PROPOSED
n.f.$	BACKOFF-1	ta12iy3
n.f.d	BACKOFF-1	ta12iy3
n.f.D	BACKOFF-1	ta12iy3
n.f.l	BACKOFF-1	ta12iy3
n.f.r	LOOKUP_DEDIAC-1	ta12iy3
n.f.s	LOOKUP_DEDIAC-1	ta12iy3
n.f.x	BACKOFF-1	ta12iy3
n.g.m	BACKOFF-1	ta12iy3
n.g.S	BACKOFF-1	ta12iy3
n.g.z	BACKOFF-1	ta12iy3
n.g.z	BACKOFF-1	ta12iy3ap
n.H.y	LOOKUP_DEDIAC-1	ta12i3~ap
n.H.y	LOOKUP_DEDIAC-1	ta12i3ap
m.s.H	LOOKUP_DEDIAC-1	mi1a2~a3
n.h.D	BACKOFF-1	ta12iy3
n.h.d	BACKOFF-1	ta12iy3ap
n.h.q	BACKOFF-1	ta12iy3
n.H.r	BACKOFF-1	ta12iy3
n.H.s	BACKOFF-1	ta12iy3
n.H.t	BACKOFF-1	ta12iy3
m.S.r	BACKOFF-1	mi1a2~a3
m.S.S	BACKOFF-1	mi1a2~a3
t.n.y	BACKOFF-1	1a2i3~ap
T.n.n	LOOKUP_DIAC-1	1a2iy3
T.n.j.r	LOOKUP_DEDIAC-1	1a23a4ap
n.j.w	LOOKUP_DEDIAC-1	ta12iy~ap
n.j.d	LOOKUP_DEDIAC-1	ta12iy3
n.j.H	BACKOFF-1	ta12iy3
n.j.l	BACKOFF-1	ta12iy3
n.j.m	LOOKUP_DEDIAC-1	ta12iy3
n.j.r	BACKOFF-1	ta12iy3
n.j.s	LOOKUP_DEDIAC-1	ta12iy3
n.j.z	LOOKUP_DEDIAC-1	ta12iy3
t.n.k	BACKOFF-1	1a23
n.k.d	BACKOFF-1	ta12iy3
n.k.l	LOOKUP_DEDIAC-1	ta12iy3
n.k.s	BACKOFF-1	ta12iy3
n.k.t	LOOKUP_DEDIAC-1	ta12iy3
n.m.w	LOOKUP_DEDIAC-1	ta12a3iy
n.m.$	BACKOFF-1	ta12iy3
n.m.y	LOOKUP_DEDIAC-1	ta12i3ap
n.m.l	LOOKUP_DEDIAC-1	ta12iy3
n.m.r	LOOKUP_DEDIAC-1	ta12iy3
n.q.y	LOOKUP_DEDIAC-1	ta12i3~ap
n.q.$	BACKOFF-1	ta12iy3
n.q.y	LOOKUP_DEDIAC-1	ta12i3ap
n.q.b	LOOKUP_DEDIAC-1	ta12iy3
n.q.l	BACKOFF-1	ta12iy3
n.q.y.r n.q.r	BACKOFF-2	ROOT_ERROR
n.q.S	LOOKUP_DEDIAC-1	ta12iy3
n.q.T	BACKOFF-1	ta12iy3
n.s.y	BACKOFF-1	ta12i3~ap
n.S.b	LOOKUP_DEDIAC-1	ta12iy3
n.S.H	BACKOFF-1	ta12iy3
n.s.l	BACKOFF-1	ta12iy3
n.S.l	BACKOFF-1	ta12iy3
n.s.m	BACKOFF-1	ta12iy3
n.s.q	LOOKUP_DEDIAC-1	ta12iy3
n.s.r	BACKOFF-1	ta12iy3
n.S.r	LOOKUP_DEDIAC-1	ta12iy3
n.S.S	LOOKUP_DEDIAC-1	ta12iy3
t.n.t	BACKOFF_NO_GOLD_ROOT-1	1a23
T.n.T	BACKOFF_NO_GOLD_ROOT-1	1a23
n.t.f t.n.t.f	BACKOFF-2	ta12a3ap
n.t.n	BACKOFF-1	ta12a3ap
T.n.T.n	LOOKUP_DEDIAC-1	1a23a4ap
m.s.x	BACKOFF-1	mi1a2~a3
t.n.t.l n.t.l	BACKOFF_NO_GOLD_ROOT-2	1a23i4~ap
n.t.$	BACKOFF-1	ta12iy3
n.t.E	BACKOFF-1	ta12iy3
n.t.f t.n.t.f	BACKOFF-2	ta12iy3
n.t.n	BACKOFF-1	ta12iy3
n.T.q	BACKOFF-1	ta12iy3
n.t.y.r n.t.r	BACKOFF-2	ROOT_ERROR
n.T.r n.T.y.r	BACKOFF-2	ta12iy3
n.T.T	BACKOFF-1	ta12iy3
n.T.T	BACKOFF-1	ta12iy3ap
m.s.k	LOOKUP_DEDIAC-1	mi1a2~i3
t.n.t.f	BACKOFF-1	1a23uw4ap
t.n.w	LOOKUP_DEDIAC-1	1a23ap
t.n.y n.w.y	BACKOFF-2	1a2wi3~ap
n.y.b	BACKOFF-1	ta1wi23
n.w.E	LOOKUP_DEDIAC-1	ta12iy3
n.y.H	BACKOFF-1	ta1wi23
n.w.h	LOOKUP_DEDIAC-1	ta12iy3
n.y.l	BACKOFF-1	ta1wi23
n.w.m	LOOKUP_DEDIAC-1	ta12iy3
n.w.n	LOOKUP_DEDIAC-1	ta12iy3
n.w.r	LOOKUP_DEDIAC-1	ta12iy3
n.x.E	BACKOFF-1	ta12iy3
n.x.s	BACKOFF-1	ta12iy3
n.x.x	BACKOFF-1	ta12iy3
n.x.z	BACKOFF-1	ta12iy3
t.n.y	BACKOFF-1	1a23
t.n.y	BACKOFF-1	1a23ap
n.y.l	LOOKUP_DEDIAC-1	NO_MSA_PATTERN
n.y.m	BACKOFF-1	ta12iy3
n.z.h	LOOKUP_DEDIAC-1	ta12iy3
n.z.l	LOOKUP_DEDIAC-1	ta12iy3
n.z.l	BACKOFF-1	ta12iy3ap
n.Z.m	LOOKUP_DEDIAC-1	ta12iy3
n.z.z	BACKOFF-1	ta12iy3
m.s.m.r	BACKOFF-1	mi1a23a4
T.q.$	BACKOFF-1	1a23
q.$.$ q.$.y.$	BACKOFF-2	ta12iy3
q.$.f	BACKOFF-1	ta12iy3
q.$.l	BACKOFF-1	ta12iy3
q.$.r	LOOKUP_DEDIAC-1	ta12iy3
q.$.T	BACKOFF-1	ta12iy3
t.k.k	BACKOFF-1	1A2i3
T.q.$	BACKOFF-1	1a2a3An
q.b.n t.q.b	BACKOFF-2	ta1a2A3
m.S.m.S	BACKOFF-1	mi1a23a4
t.q.l	BACKOFF-1	1a2a3
m.S.w.E	BACKOFF-1	mi1a23a4
t.q.l	BACKOFF-1	1a2a3An
t.q.l	BACKOFF-1	1a2a3ap
T.q.m	BACKOFF-1	1a2a3An
t.q.n q.n.n	BACKOFF-2	1a2a3An
T.w.q	LOOKUP_DIAC-1	1A3ap
T.q.q	BACKOFF-1	1a2a3An
m.s.x.r	BACKOFF-1	mi1a23a4
m.t.E	LOOKUP_DEDIAC-1	mi1a2~a3
m.t.r	BACKOFF-1	mi1a2~a3
t.q.w q.w.y	BACKOFF-2	ROOT_ERROR
t.q.b	BACKOFF-1	1a23
q.b.y t.q.b	BACKOFF-2	ROOT_ERROR
q.b.b	BACKOFF-1	ta12iy3
q.b.D	BACKOFF-1	ta12iy3
q.b.H	LOOKUP_DEDIAC-1	ta12iy3
q.b.n t.q.b	BACKOFF-2	ROOT_ERROR
q.b.S	BACKOFF-1	ta12iy3
q.D.y	BACKOFF-1	ta12i3~ap
q.D.y	BACKOFF-1	ta12i3ap
q.D.b	BACKOFF-1	ta12iy3
q.d.d	BACKOFF-1	ta12iy3
q.d.f	BACKOFF-1	ta12iy3
q.d.m	LOOKUP_DEDIAC-1	ta12iy3
q.d.r	LOOKUP_DEDIAC-1	ta12iy3
q.d.r	LOOKUP_DEDIAC-1	ta12iy3iy
q.d.s	LOOKUP_DEDIAC-1	ta12iy3
q.E.d	BACKOFF-1	ta12iy3
q.E.r	BACKOFF-1	ta12iy3
q.f.$	BACKOFF-1	ta12iy3
q.f.E	BACKOFF-1	ta12iy3
q.f.E	BACKOFF-1	ta12iy3ap
q.f.l	BACKOFF-1	ta12iy3
q.f.S	BACKOFF-1	ta12iy3
q.f.S	LOOKUP_DEDIAC-1	ta12iy3ap
q.f.z	BACKOFF-1	ta12iy3
q.H.T	BACKOFF-1	ta12iy3
m.T.r	LOOKUP_DEDIAC-1	mi1a2~a3
m.T.T	BACKOFF-1	mi1a2~a3
m.v.l	LOOKUP_DEDIAC-1	mi1a2~i3
m.w.r	BACKOFF-1	mi1a2~a3
m.w.h	BACKOFF-1	mi1a2~i3
t.q.w	LOOKUP_DEDIAC-1	1a2iy
t.q.l	BACKOFF-1	1a23An
q.l.w	LOOKUP_DEDIAC-1	ta12iy~ap
q.l.$	LOOKUP_DEDIAC-1	ta12iy3
q.l.w	LOOKUP_DEDIAC-1	ta12iyap
q.l.b	LOOKUP_DEDIAC-1	ta12iy3
q.l.d	LOOKUP_DEDIAC-1	ta12iy3
m.w.j	LOOKUP_DEDIAC-1	mi1a2~i3
q.l.d	BACKOFF-1	ta12iy3ap
q.l.d	LOOKUP_DEDIAC-1	ta12iy3iy
q.l.d	LOOKUP_DEDIAC-1	ta12iy3iy
q.l.E	BACKOFF-1	ta12iy3
q.l.E	LOOKUP_DEDIAC-1	ta12iy3ap
q.l.l	LOOKUP_DEDIAC-1	ta12iy3
q.l.m	LOOKUP_DEDIAC-1	ta12iy3
q.l.S	LOOKUP_DEDIAC-1	ta12iy3
q.l.T	BACKOFF-1	ta12iy3
T.q.m	LOOKUP_DEDIAC-1	1a23
T.q.m	LOOKUP_DEDIAC-1	1a23
q.m.E	BACKOFF-1	ta12iy3
q.m.l	BACKOFF-1	ta12iy3
q.m.r	BACKOFF-1	ta12iy3
q.m.S	LOOKUP_DEDIAC-1	ta12iy3
q.m.T	BACKOFF-1	ta12iy3
q.m.z	BACKOFF-1	ta12iy3
t.q.n	BACKOFF-1	1a23
t.q.n	LOOKUP_DEDIAC-1	1a23iy~ap
q.r.y	BACKOFF-1	ta12i3~ap
m.w.l	LOOKUP_DEDIAC-1	mi1a2~i3
q.r.d	BACKOFF-1	ta12iy3
q.r.f	LOOKUP_DEDIAC-1	ta12iy3
q.r.H	BACKOFF-1	ta12iy3
q.r.m	BACKOFF-1	ta12iy3
q.r.n	BACKOFF-1	ta12iy3
q.r.q	BACKOFF-1	ta12iy3
q.r.r	LOOKUP_DEDIAC-1	ta12iy3
q.r.r	LOOKUP_DEDIAC-1	ta12iy3
q.r.S	BACKOFF-1	ta12iy3
q.r.T	BACKOFF-1	ta12iy3
q.r.T	LOOKUP_DEDIAC-1	ta12iy3ap
T.q.s	LOOKUP_DEDIAC-1	1a23
T.q.s	LOOKUP_DEDIAC-1	1a23iy
q.s.w	LOOKUP_DEDIAC-1	ta12iy~ap
q.S.b	BACKOFF-1	ta12iy3
q.S.E	BACKOFF-1	ta12iy3
q.S.f	BACKOFF-1	ta12iy3
q.s.m	LOOKUP_DEDIAC-1	ta12iy3
q.s.m	LOOKUP_DEDIAC-1	ta12iy3ap
q.S.r	LOOKUP_DEDIAC-1	ta12iy3
q.S.S	BACKOFF-1	ta12iy3
q.s.T	LOOKUP_DEDIAC-1	ta12iy3
T.q.T.q	LOOKUP_DEDIAC-1	1a23a4ap
q.T.$	BACKOFF-1	ta12iy3
q.t.b	BACKOFF-1	ta12iy3
q.T.b	BACKOFF-1	ta12iy3
q.T.E	LOOKUP_DEDIAC-1	ta12iy3
q.T.E	LOOKUP_DEDIAC-1	ta12iy3
q.T.f	BACKOFF-1	ta12iy3
q.t.l	LOOKUP_DEDIAC-1	ta12iy3
q.t.m	BACKOFF-1	ta12iy3
q.T.m	BACKOFF-1	ta12iy3
q.t.r	LOOKUP_DEDIAC-1	ta12iy3
q.T.r	LOOKUP_DEDIAC-1	ta12iy3
q.t.t	BACKOFF-1	ta12iy3
T.q.T.q	LOOKUP_DEDIAC-1	1a23uw4ap
T.q.T.q	LOOKUP_DEDIAC-1	1a23uw4ap
t.q.w	LOOKUP_DEDIAC-1	1a23aY
q.w.y	LOOKUP_DEDIAC-1	ta12i3~ap
q.w.y	LOOKUP_DEDIAC-1	ta12i3ap
q.y.l	BACKOFF-1	ta1wi23
q.w.m	LOOKUP_DEDIAC-1	ta12iy3
q.y.q	BACKOFF-1	ta1wi23
q.w.r	LOOKUP_DEDIAC-1	ta12iy3
q.w.r	LOOKUP_DEDIAC-1	ta12iy3ap
q.y.s	BACKOFF-1	ta1wi23
q.y.t	BACKOFF-1	ta1wi23
q.y.T	BACKOFF-1	ta1wi23
q.y.$	BACKOFF-1	ta12iy3
q.y.d	LOOKUP_DEDIAC-1	NO_MSA_PATTERN
q.y.H	BACKOFF-1	ta12iy3
q.y.l	BACKOFF-1	ta12iy3
q.y.l	BACKOFF-1	ta12iy3ap
q.y.m	LOOKUP_DEDIAC-1	NO_MSA_PATTERN
q.z.H	BACKOFF-1	ta12iy3
q.z.z	BACKOFF-1	ta12iy3
	NO_ROOT	
r.*.l	BACKOFF-1	ta12iy3
T.r.d	LOOKUP_DIAC-1	1a2~A3
m.w.n	BACKOFF-1	mi1a2~i3
r.s.w	LOOKUP_DEDIAC-1	ta1~a2iy~ap
m.w.t	BACKOFF-1	mi1a2~i3
T.r.$.q	BACKOFF-1	1a23a4ap
r.$.H	LOOKUP_DEDIAC-1	ta12iy3
r.$.m	BACKOFF-1	ta12iy3
T.r.n	BACKOFF_NO_GOLD_ROOT-1	1a2a|n
T.r.$	BACKOFF-1	1a2a3An
m.x.T	BACKOFF-1	mi1a2~a3
T.r.b	BACKOFF-1	1a2a3An
	NO_ROOT	
	NO_ROOT	
NTWS	LOOKUP_DEDIAC-1	NTWS
T.r.b.z	BACKOFF_NO_GOLD_ROOT-1	1a2a3ay4ap
T.r.b.$	LOOKUP_DEDIAC-1	1a2A3iy4iy
m.x.x	BACKOFF-1	mi1a2~a3
T.r.b.z	BACKOFF_NO_GOLD_ROOT-1	1a2a3iy4ap
m.x.w.l m.x.l	BACKOFF-2	ROOT_ERROR
m.y.S	BACKOFF-1	mi1a2~a3
T.r.d	BACKOFF-1	1a2a3An
m.y.l	BACKOFF-1	mi1a2~i3
T.l.b	LOOKUP_DIAC-1	1A2i3
T.r.f	LOOKUP_DIAC-1	1a2a3
T.r.f	BACKOFF-1	1a2a3An
T.l.E	LOOKUP_DIAC-1	1A2i3
t.r.l.l r.l.l.y r.l.l	BACKOFF_NO_GOLD_ROOT-3+	1a2a3a4~iy
t.r.l.m r.l.m	BACKOFF_NO_GOLD_ROOT-2	1a2a3a4
T.r.l.m	BACKOFF_NO_GOLD_ROOT-1	1a2a3a4
t.l.f	LOOKUP_DIAC-1	1A2i3
T.r.m	BACKOFF-1	1a2a3An
	NO_ROOT	
T.l.l	BACKOFF-1	1A2i3
t.l.m	BACKOFF-1	1A2i3
T.l.s	BACKOFF-1	1A2i3
t.l.w	LOOKUP_DIAC-1	1A2iy
T.l.q	LOOKUP_DEDIAC-1	1a23
m.y.s	BACKOFF-1	mi1a2~i3
m.y.z	LOOKUP_DEDIAC-1	mi1a2~i3
t.y.r	LOOKUP_DIAC-1	1A3ap
	NO_ROOT	
m.z.E	BACKOFF-1	mi1a2~a3
r.s.n t.r.s	BACKOFF-2	ROOT_ERROR
	NO_ROOT	
m.z.q	LOOKUP_DEDIAC-1	mi1a2~a3
T.r.w	LOOKUP_DIAC-1	1a2A3ap
r.w.H	LOOKUP_DEDIAC-1	ta1a2iy3
m.z.j	BACKOFF-1	mi1a2~i3
T.r.b	LOOKUP_DEDIAC-1	1a23
t.r.b t.r.b.n	BACKOFF-2	1a23anap
	NO_ROOT	
T.r.b	BACKOFF-1	1a23ap
T.r.b.q	BACKOFF-1	1a23a4ap
t.r.b.s	BACKOFF-1	1a23a4ap
r.b.w	LOOKUP_DEDIAC-1	ta12a3iy
r.b.w	LOOKUP_DEDIAC-1	ta12iy~ap
r.b.w	LOOKUP_DEDIAC-1	ta12iyap
r.b.E	LOOKUP_DEDIAC-1	ta12iy3
r.b.E	LOOKUP_DEDIAC-1	ta12iy3ap
r.b.E	LOOKUP_DEDIAC-1	ta12iy3iy
r.b.T	BACKOFF-1	ta12iy3
T.r.b.$	LOOKUP_DEDIAC-1	1a23uw4
T.r.d	LOOKUP_DEDIAC-1	1a23
r.D.y	LOOKUP_DEDIAC-1	ta12i3~ap
r.D.y	LOOKUP_DEDIAC-1	ta12i3ap
r.d.d	LOOKUP_DEDIAC-1	ta12iy3
r.D.E	BACKOFF-1	ta12iy3
r.d.f	BACKOFF-1	ta12iy3
T.r.f	LOOKUP_DEDIAC-1	1a23
T.r.f	BACKOFF-1	1a23Aniy
T.r.f	LOOKUP_DEDIAC-1	1a23ap
r.f.s t.r.f.s	BACKOFF-2	ta12a3ap
r.f.E	LOOKUP_DEDIAC-1	ta12iy3
r.f.h	LOOKUP_DEDIAC-1	ta12iy3
r.f.h	LOOKUP_DEDIAC-1	ta12iy3iy
r.f.S	BACKOFF-1	ta12iy3
r.g.y	BACKOFF-1	ta12i3~ap
T.r.H	LOOKUP_DEDIAC-1	1a23
r.H.b	LOOKUP_DEDIAC-1	ta12A3
T.r.H	LOOKUP_DEDIAC-1	1a23ap
T.r.H	BACKOFF-1	1a23iy~ap
r.H.b	LOOKUP_DEDIAC-1	ta12iy3
r.h.f	BACKOFF-1	ta12iy3
r.H.l	LOOKUP_DEDIAC-1	ta12iy3
r.H.l	BACKOFF-1	ta12iy3ap
r.H.m	LOOKUP_DEDIAC-1	ta12iy3
m.z.k	BACKOFF-1	mi1a2~i3
m.l.y	BACKOFF-1	ta1a2~i3
m.z.z	BACKOFF-1	mi1a2~i3
m.z.l.q	BACKOFF-1	mi1a23a4
m.z.m.z	BACKOFF-1	mi1a23i4
m.z.r.T	BACKOFF-1	mi1a23a4
m.h.l	BACKOFF-1	mi12i3
m.S.S	LOOKUP_DEDIAC-1	mi1ta2~
m.H.n	LOOKUP_DEDIAC-1	mi1ti2i3
T.r.y	LOOKUP_DEDIAC-1	1a2i3
T.r.f	LOOKUP_DIAC-1	1a2iy3
T.r.H	LOOKUP_DIAC-1	1a2iy3ap
m.h.n	BACKOFF-1	mi1ti2i3
T.r.q	LOOKUP_DIAC-1	1a2iy3ap
T.r.q	LOOKUP_DIAC-1	1a2iy3ap
>.r.x	LOOKUP_DIAC-1	tA2iy3
>.r.x	LOOKUP_DIAC-1	tA2iy3
>.r.x	LOOKUP_DEDIAC-1	tA2iy3iy
t.r.j.m	LOOKUP_DEDIAC-1	1a23a4ap
r.j.E	BACKOFF-1	ta12iy3
r.j.E	BACKOFF-1	ta12iy3ap
t.r.j.m r.j.m	BACKOFF-2	ROOT_ERROR
t.r.k	LOOKUP_DEDIAC-1	1a23
r.k.b	LOOKUP_DEDIAC-1	ta12iy3
r.k.k	BACKOFF-1	ta12iy3
r.k.k	BACKOFF-1	ta12iy3ap
r.k.n t.r.k	BACKOFF-2	ta12iy3
r.k.z	LOOKUP_DEDIAC-1	ta12iy3
T.r.m	BACKOFF-1	1a23
t.r.m	BACKOFF-1	1a23ap
T.r.m	BACKOFF-1	1a23ap
T.r.m.x	BACKOFF-1	1a23a4ap
r.m.d	LOOKUP_DEDIAC-1	ta12iy3
r.m.H	BACKOFF-1	ta12iy3
r.m.l	LOOKUP_DEDIAC-1	ta12iy3
r.m.m	LOOKUP_DEDIAC-1	ta12iy3
r.m.z	BACKOFF-1	ta12iy3
t.r.n.$ r.n.$	BACKOFF_NO_GOLD_ROOT-2	1a23ay4ap
	NO_ROOT	
r.n.m	LOOKUP_DEDIAC-1	ta12iy3
r.n.m	LOOKUP_DEDIAC-1	ta12iy3ap
	NO_ROOT	
r.n.x	LOOKUP_DEDIAC-1	ta12iy3
T.r.q	BACKOFF-1	1a23
T.r.q.E	LOOKUP_DEDIAC-1	1a23a4ap
T.r.q	LOOKUP_DEDIAC-1	1a23ap
T.r.q	LOOKUP_DEDIAC-1	1a23ap
r.q.y	LOOKUP_DEDIAC-1	ta12i3~ap
r.q.y	LOOKUP_DEDIAC-1	ta12i3ap
r.q.d	LOOKUP_DEDIAC-1	ta12iy3
r.q.d	LOOKUP_DEDIAC-1	ta12iy3ap
r.q.E	LOOKUP_DEDIAC-1	ta12iy3
r.q.m	LOOKUP_DEDIAC-1	ta12iy3
r.q.q	BACKOFF-1	ta12iy3
r.q.S	BACKOFF-1	ta12iy3
t.r.s	LOOKUP_DEDIAC-1	1a23
r.s.w	LOOKUP_DEDIAC-1	ta12iy~ap
r.s.b	LOOKUP_DEDIAC-1	ta12iy3
r.S.d	BACKOFF-1	ta12iy3
r.S.E	LOOKUP_DEDIAC-1	ta12iy3
r.s.l	BACKOFF-1	ta12iy3
r.S.S	BACKOFF-1	ta12iy3
r.s.x	LOOKUP_DEDIAC-1	ta12iy3
T.r.T.$	LOOKUP_DEDIAC-1	1a23a4ap
T.r.T.f	BACKOFF-1	1a23a4ap
T.r.T.q	LOOKUP_DEDIAC-1	1a23a4ap
T.r.T.r	LOOKUP_DEDIAC-1	1a23a4ap
r.t.b	LOOKUP_DEDIAC-1	ta12iy3
r.T.b	BACKOFF-1	ta12iy3
r.t.l	LOOKUP_DEDIAC-1	ta12iy3
r.t.l	LOOKUP_DEDIAC-1	ta12iy3ap
NTWS	LOOKUP_DEDIAC-1	NTWS
NTWS T.r.T.r	LOOKUP_DEDIAC-2	ROOT_ERROR
T.r.T.r	BACKOFF-1	1a23uw4ap
r.w.s t.r.w.s t.r.s	BACKOFF-3+	ROOT_ERROR
r.w.y	LOOKUP_DEDIAC-1	ta12i3ap
r.w.b	LOOKUP_DEDIAC-1	ta12iy3
r.w.D	LOOKUP_DEDIAC-1	ta12iy3
r.w.H	LOOKUP_DEDIAC-1	ta12iy3
r.w.j	LOOKUP_DEDIAC-1	ta12iy3
r.y.l	BACKOFF-1	ta1wi23
r.y.m	BACKOFF-1	ta1wi23
r.w.q	LOOKUP_DEDIAC-1	ta12iy3
r.w.q	LOOKUP_DEDIAC-1	ta12iy3ap
r.y.s t.r.w.s	BACKOFF-2	ta1wi23
r.w.s	LOOKUP_DEDIAC-1	ta12iy3ap
r.x.y	BACKOFF-1	ta12i3~ap
r.x.m	LOOKUP_DEDIAC-1	ta12iy3
r.x.S	LOOKUP_DEDIAC-1	ta12iy3
m.l.k	LOOKUP_DEDIAC-1	mi1ti2i3
t.r.y.q r.y.q	BACKOFF-2	ROOT_ERROR
r.y.$	BACKOFF-1	ta12iy3
r.w.H	LOOKUP_DEDIAC-1	ta1yiy3
r.y.l	BACKOFF-1	ta12iy3
r.y.m	LOOKUP_DEDIAC-1	NO_MSA_PATTERN
t.r.z	LOOKUP_DEDIAC-1	1a23iy
r.z.E	BACKOFF-1	ta12iy3
	NO_ROOT	
T.m.E	LOOKUP_DIAC-1	1A2i3
t.m.m	BACKOFF-1	1A2i3
T.m.m	BACKOFF-1	1A2i3
>.m.r	LOOKUP_DEDIAC-1	tA2i3
S.E.d	LOOKUP_DEDIAC-1	ta1A2u3iy
T.m.s	LOOKUP_DIAC-1	1A2i3
s.h.l	LOOKUP_DIAC-1	ta1A2u3
s.k.E	LOOKUP_DIAC-1	ta1a2~u3
m.v.l	LOOKUP_DEDIAC-1	mi1ti2i3
m.y.E	BACKOFF-1	mi12~a3
n.b.T	BACKOFF-1	mi1a2~a3
n.b.*	BACKOFF-1	mi1a2~i3
n.b.$	BACKOFF-1	mi1a2~i3
n.b.t	LOOKUP_DEDIAC-1	mi1a2~i3
n.b.l	BACKOFF-1	mi12a3~
s.m.H	LOOKUP_DIAC-1	ta1A2u3
n.b.q	BACKOFF-1	mi12a3~
	NO_ROOT	
s.r.E	LOOKUP_DIAC-1	ta1a2~u3
n.b.t	LOOKUP_DEDIAC-1	mi12a3~
T.s.s	BACKOFF-1	1a2a3An
n.b.T	BACKOFF-1	mi12a3~
m.n.b.x n.b.x	BACKOFF_NO_GOLD_ROOT-2	1i23a4~
b.E.t	BACKOFF-1	min1i2i3
b.l.S	BACKOFF-1	min1i2i3
s.b.H	LOOKUP_DEDIAC-1	ta12i3ap
S.b.y	BACKOFF-1	ta12i3~ap
s.b.b	LOOKUP_DEDIAC-1	ta12iy3
s.b.E	BACKOFF-1	ta12iy3
S.b.E	BACKOFF-1	ta12iy3
s.b.H	LOOKUP_DEDIAC-1	ta12iy3
S.b.H	LOOKUP_DEDIAC-1	ta12iy3
s.b.H	BACKOFF-1	ta12iy3ap
s.b.k	LOOKUP_DEDIAC-1	ta12iy3
s.b.k	BACKOFF-1	ta12iy3ap
s.b.l	BACKOFF-1	ta12iy3
S.b.n	LOOKUP_DEDIAC-1	ta12iy3
s.b.q	LOOKUP_DEDIAC-1	ta12iy3
S.b.r	LOOKUP_DEDIAC-1	ta12iy3
S.b.r	BACKOFF-1	ta12iy3ap
s.b.x	LOOKUP_DEDIAC-1	ta12iy3
s.b.x	BACKOFF-1	ta12iy3ap
S.d.y	LOOKUP_DEDIAC-1	ta12i3~ap
s.d.d	LOOKUP_DEDIAC-1	ta12iy3
S.d.E	LOOKUP_DEDIAC-1	ta12iy3
S.d.g	BACKOFF-1	ta12iy3
S.d.q	LOOKUP_DEDIAC-1	ta12iy3
S.d.r	LOOKUP_DEDIAC-1	ta12iy3
s.d.s	BACKOFF-1	ta12iy3
S.E.b	BACKOFF-1	ta12iy3
S.E.d	LOOKUP_DEDIAC-1	ta12iy3
s.E.r	LOOKUP_DEDIAC-1	ta12iy3
S.f.w	LOOKUP_DEDIAC-1	ta12iy~ap
S.f.w	LOOKUP_DEDIAC-1	ta12iyap
s.f.f	BACKOFF-1	ta12iy3
S.f.f	LOOKUP_DEDIAC-1	ta12iy3
s.f.h	LOOKUP_DEDIAC-1	ta12iy3
S.f.H	LOOKUP_DEDIAC-1	ta12iy3
S.f.q	LOOKUP_DEDIAC-1	ta12iy3
s.f.r	LOOKUP_DEDIAC-1	ta12iy3
S.f.r	LOOKUP_DEDIAC-1	ta12iy3
s.f.T	BACKOFF-1	ta12iy3
S.g.r	LOOKUP_DEDIAC-1	ta12iy3
S.H.y	BACKOFF-1	ta12i3~ap
S.H.H	LOOKUP_DEDIAC-1	ta12iy3
S.H.H	BACKOFF-1	ta12iy3ap
s.h.l	LOOKUP_DEDIAC-1	ta12iy3
s.h.m	BACKOFF-1	ta12iy3
s.h.m	BACKOFF-1	ta12iy3ap
s.H.r	BACKOFF-1	ta12iy3
s.h.r	BACKOFF-1	ta12iy3
t.s.E	LOOKUP_DIAC-1	1A2i3
b.r.m	BACKOFF-1	min1i2i3
s.j.d	BACKOFF-1	ta12iy3
s.j.l	LOOKUP_DEDIAC-1	ta12iy3
s.j.r	BACKOFF-1	ta12iy3
s.k.n	LOOKUP_DEDIAC-1	ta12iy3
s.k.r	BACKOFF-1	ta12iy3
s.k.t	BACKOFF-1	ta12iy3
s.l.y	LOOKUP_DEDIAC-1	ta12i3~ap
s.l.y	LOOKUP_DEDIAC-1	ta12i3ap
s.l.y	LOOKUP_DEDIAC-1	ta12i3ap
s.l.b	BACKOFF-1	ta12iy3
S.l.b	LOOKUP_DEDIAC-1	ta12iy3
S.l.b	BACKOFF-1	ta12iy3ap
s.l.f	LOOKUP_DEDIAC-1	ta12iy3
s.l.H	LOOKUP_DEDIAC-1	ta12iy3
S.l.H	LOOKUP_DEDIAC-1	ta12iy3
s.l.k	LOOKUP_DEDIAC-1	ta12iy3
s.l.k	BACKOFF-1	ta12iy3ap
s.l.m	LOOKUP_DEDIAC-1	ta12iy3
s.l.m	BACKOFF-1	ta12iy3ap
s.l.t	BACKOFF-1	ta12iy3
s.l.T	LOOKUP_DEDIAC-1	ta12iy3
s.l.x	BACKOFF-1	ta12iy3
s.m.y	LOOKUP_DEDIAC-1	ta12i3~ap
s.m.d	LOOKUP_DEDIAC-1	ta12iy3
s.m.E	BACKOFF-1	ta12iy3
S.m.g	LOOKUP_DEDIAC-1	ta12iy3
S.m.l	BACKOFF-1	ta12iy3
s.m.m	BACKOFF-1	ta12iy3
S.m.m	LOOKUP_DEDIAC-1	ta12iy3
s.m.n	BACKOFF-1	ta12iy3
s.m.r	BACKOFF-1	ta12iy3
s.m.T	BACKOFF-1	ta12iy3
s.n.d	LOOKUP_DEDIAC-1	ta12iy3
S.n.E	LOOKUP_DEDIAC-1	ta12iy3
S.n.f	LOOKUP_DEDIAC-1	ta12iy3
